Latitude,Longitude,Salinity,Temperature,CTD_Depth,Lab_NO3,Lab_PO4,Lab_NO2,Lab_NH4,Sb_Oxygen,DOC,Iron,sample_name,Depth,Station,Depth_Threshold,More_Depth_Threshold,watertype,Flow_of_CDW,Location,Sample.Control,Iron_Level,Replicate_Number,Pos_in_polynya,Siderophore,True_Flow,Coastal_Current_Name,Coastal_Current_Number,Transect_Name,Transect_Number,Notes,is.neg
-73.79998,-112.66742,34.17,-1.13,299.96,35.58,2.61,0.02,0.22,5.96,42.9,NA,STN115.300.pre.poly.3.S,300,STN115,Intermediate,Mid-Bottom,WW-CDW,Open_polynya,Open_polynya,True.Sample,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
PosCtrl,PosCtrl,PosCtrl,PosCtrl,PosCtrl,PosCtrl,PosCtrl,PosCtrl,PosCtrl,PosCtrl,NA,NA,PCR.pos.r4,PosCtrl,PosCtrl,PosCtrl,PosCtrl,NA,PosCtrl,PosCtrl,Control.Sample,NA,NA,Blank,Blank,Blank,NA,NA,NA,NA,NA,TRUE
NegCtrl,NegCtrl,NegCtrl,NegCtrl,NegCtrl,NegCtrl,NegCtrl,NegCtrl,NegCtrl,NegCtrl,NA,NA,PCR.neg.r4,NegCtrl,NegCtrl,NegCtrl,NegCtrl,NA,NegCtrl,NegCtrl,Control.Sample,NA,NA,Blank,Blank,Blank,NA,NA,NA,NA,NA,TRUE
-73.79998,-112.66742,34.17,-1.14,299.97,35.58,2.61,0.02,0.22,5.96,42.9,NA,STN115.300.fil.dura.r1,300,STN115,Intermediate,Mid-Bottom,WW-CDW,Open_polynya,Open_polynya,True.Sample,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
-73.79998,-112.66742,34.17,-1.14,299.97,35.58,2.61,0.02,0.22,5.96,42.9,NA,STN115.300.fil.dura.r2,300,STN115,Intermediate,Mid-Bottom,WW-CDW,Open_polynya,Open_polynya,True.Sample,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
-73.79998,-112.66742,34.03,-1.43,180,35.12,2.6,0.07,0.34,6.21,59.8,NA,STN115.180.pre.poly.3.S,180,STN115,Intermediate,Mid,WW,Open_polynya,Open_polynya,True.Sample,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
-73.79998,-112.66742,34.03,-1.43,180.02,35.12,2.6,0.07,0.34,6.22,59.8,NA,STN115.180.fil.dura.r1,180,STN115,Intermediate,Mid,WW,Open_polynya,Open_polynya,True.Sample,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
-73.79998,-112.66742,34.02,-1.43,180.06,35.12,2.6,0.07,0.34,6.21,59.8,NA,STN115.180.fil.dura.r2,180,STN115,Intermediate,Mid,WW,Open_polynya,Open_polynya,True.Sample,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
-73.79998,-112.66742,33.94,-1.32,124.55,34.67,2.55,0.05,0.52,5.98,46.3,NA,STN115.125.pre.poly.3.S,125,STN115,Intermediate,Mid-Surface,WW-CDW,Open_polynya,Open_polynya,True.Sample,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
-73.79998,-112.66742,33.94,-1.32,124.56,34.67,2.55,0.05,0.52,5.92,46.3,NA,STN115.125.fil.dura.r1,125,STN115,Intermediate,Mid-Surface,WW-CDW,Open_polynya,Open_polynya,True.Sample,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
-73.79998,-112.66742,33.94,-1.32,124.58,34.67,2.55,0.05,0.52,5.91,46.3,NA,STN115.125.fil.dura.r2,125,STN115,Intermediate,Mid-Surface,WW-CDW,Open_polynya,Open_polynya,True.Sample,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
-73.79998,-112.66742,33.81,-0.99,34.94,22.98,1.92,0.06,0.59,8.27,47.6,NA,STN115.35.pre.poly.3.S,35,STN115,Surface,Surface,AASW,Open_polynya,Open_polynya,True.Sample,NA,NA,Open_polynya_surf,NA,NA,NA,NA,NA,NA,NA,FALSE
-73.79998,-112.66742,33.81,-0.86,34.95,22.98,1.92,0.06,0.59,8.27,47.6,NA,STN115.35.fil.dura.r1,35,STN115,Surface,Surface,AASW,Open_polynya,Open_polynya,True.Sample,NA,1,Open_polynya_surf,NA,NA,NA,NA,NA,NA,NA,FALSE
-73.79998,-112.66742,33.81,-0.86,34.95,22.98,1.92,0.06,0.59,8.27,47.6,NA,STN115.35.fil.dura.r2,35,STN115,Surface,Surface,AASW,Open_polynya,Open_polynya,True.Sample,NA,2,Open_polynya_surf,NA,NA,NA,NA,NA,NA,NA,FALSE
Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,NA,NA,KITBL.r15,Blank,Blank,Blank,Blank,NA,Blank,Blank,Control.Sample,NA,NA,Blank,Blank,Blank,NA,NA,NA,NA,NA,TRUE
-74.20042,-110.90034,34.09,-1.27,505.44,32.19,2.19,0.01,0.21,6.02,49.4,0.526,STN132.505.pre.poly.3.S,505,STN132,Bottom_water,Bottom,WW-CDW,Coastal_current,Eastern_CC,True.Sample,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
-74.20042,-110.90036,34.09,-1.27,505.42,32.19,2.19,0.01,0.21,6.03,49.4,0.526,STN132.505.fil.dura.r1,505,STN132,Bottom_water,Bottom,WW-CDW,Coastal_current,Eastern_CC,True.Sample,High,1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
-74.20042,-110.90038,34.09,-1.27,505.42,32.19,2.19,0.01,0.21,6.03,49.4,0.526,STN132.505.fil.dura.r2,505,STN132,Bottom_water,Bottom,WW-CDW,Coastal_current,Eastern_CC,True.Sample,High,2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
-74.20042,-110.9004,34.06,-1.31,304.64,32.12,2.17,0.02,0.09,5.97,41.8,0.532,STN132.305.pre.poly.3.S,305,STN132,Intermediate,Mid-Bottom,WW-CDW,Coastal_current,Eastern_CC,True.Sample,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
-74.20042,-110.90042,34.06,-1.31,304.67,32.12,2.17,0.02,0.09,5.98,41.8,0.532,STN132.305.fil.dura.r1,305,STN132,Intermediate,Mid-Bottom,WW-CDW,Coastal_current,Eastern_CC,True.Sample,High,1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
-74.20042,-110.90044,34.06,-1.31,304.67,32.12,2.17,0.02,0.09,5.98,41.8,0.532,STN132.305.fil.dura.r2,305,STN132,Intermediate,Mid-Bottom,WW-CDW,Coastal_current,Eastern_CC,True.Sample,High,2,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
-74.20042,-110.90046,34,-1.24,200.2,32.23,2.17,0.02,0.14,5.64,42.6,0.594,STN132.200.pre.poly.3.S,200,STN132,Intermediate,Mid,WW-CDW,Coastal_current,Eastern_CC,True.Sample,High,NA,Eastern_CC,NA,NA,transect3,2,NA,NA,NA,FALSE
-74.20042,-110.90048,34,-1.23,200.2,32.23,2.17,0.02,0.14,5.66,42.6,0.594,STN132.200.fil.steri.r1,200,STN132,Intermediate,Mid,WW-CDW,Coastal_current,Eastern_CC,True.Sample,High,1,Eastern_CC,NA,NA,transect3,2,NA,NA,NA,FALSE
-74.20042,-110.9005,34,-1.23,200.2,32.23,2.17,0.02,0.14,5.66,42.6,0.594,STN132.200.fil.dura.r2,200,STN132,Intermediate,Mid,WW-CDW,Coastal_current,Eastern_CC,True.Sample,High,2,Eastern_CC,NA,NA,transect3,2,NA,NA,NA,FALSE
-74.20042,-110.90052,33.91,-1.36,99.98,32.15,2.19,0.01,0.24,5.61,46.6,0.55,STN132.100.pre.poly.3.S,100,STN132,Intermediate,Mid-Surface,WW-CDW,Coastal_current,Eastern_CC,True.Sample,High,NA,Eastern_CC,NA,NA,transect3,2,NA,NA,NA,FALSE
-74.20042,-110.90054,33.9,-1.36,100.02,32.15,2.19,0.01,0.24,5.63,46.6,0.55,STN132.100.fil.steri.r1,100,STN132,Intermediate,Mid-Surface,WW-CDW,Coastal_current,Eastern_CC,True.Sample,High,1,Eastern_CC,NA,NA,transect3,2,NA,NA,NA,FALSE
-74.20042,-110.90056,33.89,-1.37,99.99,32.15,2.19,0.01,0.24,5.63,46.6,0.55,STN132.100.fil.steri.r2,100,STN132,Intermediate,Mid-Surface,WW-CDW,Coastal_current,Eastern_CC,True.Sample,High,2,Eastern_CC,NA,NA,transect3,2,NA,NA,NA,FALSE
-74.20042,-110.90058,33.82,-1.43,30.22,31.56,2.12,0.02,0.2,6.23,48.8,0.452,STN132.30.pre.poly.3.S,30,STN132,Surface,Surface,AASW-WW,Coastal_current,Eastern_CC,True.Sample,Low,NA,Eastern_CC,NA,NA,transect3,2,NA,NA,NA,FALSE
-74.20042,-110.9006,33.82,-1.43,30.23,31.56,2.12,0.02,0.2,6.23,48.8,0.452,STN132.30.fil.steri.r1,30,STN132,Surface,Surface,AASW-WW,Coastal_current,Eastern_CC,True.Sample,Low,1,Eastern_CC,NA,NA,transect3,2,NA,NA,NA,FALSE
-74.20042,-110.90062,33.82,-1.43,30.23,31.56,2.12,0.02,0.2,6.23,48.8,0.452,STN132.30.fil.steri.r2,30,STN132,Surface,Surface,AASW-WW,Coastal_current,Eastern_CC,True.Sample,Low,2,Eastern_CC,NA,NA,transect3,2,NA,NA,NA,FALSE
Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,NA,NA,KITBL.r2,Blank,Blank,Blank,Blank,NA,Blank,Blank,Control.Sample,NA,NA,Blank,Blank,Blank,NA,NA,NA,NA,NA,TRUE
-73.86234,-114.01636,34.1,-0.85,268.47,32.84,2.25,0.03,0.33,5.29,43.1,NA,STN146.268.pre.poly.3.S,268,STN146,Bottom_water,Bottom,WW-CDW,Outflow,Western_CC,True.Sample,NA,NA,NA,NA,NA,NA,NA,transect2,3,NA,FALSE
-73.86234,-114.01636,34.1,-0.84,267.99,32.84,2.25,0.03,0.33,5.28,43.1,NA,STN146.268.fil.steri.r1,268,STN146,Bottom_water,Bottom,WW-CDW,Outflow,Western_CC,True.Sample,NA,1,NA,NA,NA,NA,NA,transect2,3,NA,FALSE
-73.86234,-114.01636,34.1,-0.84,267.99,32.84,2.25,0.03,0.33,5.28,43.1,NA,STN146.268.fil.steri.r2,268,STN146,Bottom_water,Bottom,WW-CDW,Outflow,Western_CC,True.Sample,NA,2,NA,NA,NA,NA,NA,transect2,3,NA,FALSE
-73.86234,-114.01636,34.1,-0.85,250.06,31.95,2.19,0.04,0.17,5.3,43.2,NA,STN146.250.pre.poly.3.S,250,STN146,Intermediate,Mid-Bottom,WW-CDW,Outflow,Western_CC,True.Sample,NA,NA,Eastern_CC,NA,NA,NA,NA,transect2,3,NA,FALSE
-73.86234,-114.01636,34.1,-0.86,250.08,31.95,2.19,0.04,0.17,5.29,43.2,NA,STN146.250.fil.poly.S.r1,250,STN146,Intermediate,Mid-Bottom,WW-CDW,Outflow,Western_CC,True.Sample,NA,1,Eastern_CC,NA,NA,NA,NA,transect2,3,NA,FALSE
Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,NA,NA,KITBL.r6,Blank,Blank,Blank,Blank,NA,Blank,Blank,Control.Sample,NA,NA,Blank,Blank,Blank,NA,NA,NA,NA,NA,TRUE
-73.86234,-114.01636,34.02,-1.08,200.52,32.34,2.22,0.05,0.5,5.49,48.9,NA,STN146.201.pre.poly.3.S,201,STN146,Intermediate,Mid,WW-CDW,Outflow,Western_CC,True.Sample,NA,NA,Eastern_CC,NA,NA,transect3,9,transect2,3,NA,FALSE
-73.86234,-114.01636,34.02,-1.09,200.5,32.34,2.22,0.05,0.5,5.51,48.9,NA,STN146.201.fil.steri.r1,201,STN146,Intermediate,Mid,WW-CDW,Outflow,Western_CC,True.Sample,NA,1,Eastern_CC,NA,NA,transect3,9,transect2,3,NA,FALSE
-73.86234,-114.01636,34.02,-1.09,200.47,32.34,2.22,0.05,0.5,5.52,62.1,NA,STN146.201.fil.steri.r2,201,STN146,Intermediate,Mid,WW-CDW,Outflow,Western_CC,True.Sample,NA,2,Eastern_CC,NA,NA,transect3,9,transect2,3,NA,FALSE
-73.86234,-114.01636,33.94,-1.17,159.91,30.3,2.13,0.05,0.63,5.97,62.1,NA,STN146.160.pre.poly.3.S,160,STN146,Intermediate,Mid-Surface,WW-CDW,Outflow,Western_CC,True.Sample,NA,NA,Eastern_CC,NA,NA,transect3,9,transect2,3,NA,FALSE
-73.86234,-114.01636,33.94,-1.17,159.89,30.3,2.13,0.05,0.63,6.01,62.1,NA,STN146.160.fil.poly.S.r1,160,STN146,Intermediate,Mid-Surface,WW-CDW,Outflow,Western_CC,True.Sample,NA,1,Eastern_CC,NA,NA,transect3,9,transect2,3,NA,FALSE
-73.86234,-114.01636,33.77,-0.98,30.12,18.47,1.54,0.07,0.51,8.55,59.9,NA,STN146.30.pre.poly.3.S,30,STN146,Surface,Surface,WW-CDW,Outflow,Western_CC,True.Sample,NA,NA,Eastern_CC,NA,NA,transect3,9,transect2,3,NA,FALSE
-73.86234,-114.01636,33.77,-0.98,30.12,18.47,1.54,0.07,0.51,8.55,59.9,NA,STN146.30.fil.steri.r1,30,STN146,Surface,Surface,AASW,Outflow,Western_CC,True.Sample,NA,1,Eastern_CC,NA,NA,transect3,9,transect2,3,NA,FALSE
-73.86234,-114.01636,33.76,-0.98,30.07,18.47,1.54,0.07,0.51,8.58,59.9,NA,STN146.30.fil.steri.r2,30,STN146,Surface,Surface,AASW,Outflow,Western_CC,True.Sample,NA,2,Eastern_CC,NA,NA,transect3,9,transect2,3,NA,FALSE
Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,NA,NA,KITBL.r16,Blank,Blank,Blank,Blank,NA,Blank,Blank,Control.Sample,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE
-73.92156,-118.838,34.39,0,548.28,33.15,2.27,0.02,0.03,5,38.3,0.801,STN153.548.pre.poly.3.S,548,STN153,Bottom_water,Bottom,WW-CDW,Coastal_current,Getz,True.Sample,High,NA,NA,NA,NA,NA,NA,transect4,1,NA,FALSE
-73.92156,-118.838,34.39,0,548.23,33.15,2.27,0.02,0.03,4.96,38.3,0.801,STN153.548.fil.poly.L.r1,548,STN153,Bottom_water,Bottom,WW-CDW,Coastal_current,Getz,True.Sample,High,1,NA,NA,NA,NA,NA,transect4,1,NA,FALSE
-73.92156,-118.838,34.06,-1.69,299.83,33.15,2.27,0.02,0.03,6.3,NA,0.279,STN153.300.fil.poly.L.r1,300,STN153,Intermediate,Mid-Bottom,WW,Coastal_current,Getz,True.Sample,Low,1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
-73.92156,-118.838,34.01,-1.41,199.86,32.36,2.23,0.04,0.15,5.72,NA,0.42,STN153.200.fil.poly.L.r1,200,STN153,Intermediate,Mid,WW,Coastal_current,Getz,True.Sample,Low,1,Getz_CC,NA,NA,NA,NA,NA,NA,NA,FALSE
-73.92156,-118.838,33.97,-1.37,160.02,31.63,2.17,0.02,0.13,5.8,38.3,0.378,STN153.160.pre.poly.3.S,160,STN153,Intermediate,Mid-Surface,WW-CDW,Coastal_current,Getz,True.Sample,Low,NA,Getz_CC,NA,NA,NA,NA,NA,NA,NA,FALSE
-73.92156,-118.838,33.97,-1.37,160,31.63,2.17,0.02,0.13,5.78,46.2,0.378,STN153.160.fil.poly.S.r1,160,STN153,Intermediate,Mid-Surface,WW-CDW,Coastal_current,Getz,True.Sample,Low,1,Getz_CC,NA,NA,NA,NA,NA,NA,NA,FALSE
-73.92156,-118.838,33.93,-1.26,120.21,31.63,2.17,0.02,0.13,6.31,43.9,0.378,STN153.120.fil.poly.S.r1,160,STN153,Intermediate,Mid-Surface,WW-CDW,Coastal_current,Getz,True.Sample,Low,1,Getz_CC,NA,NA,NA,NA,NA,NA,NA,FALSE
-73.92156,-118.838,33.76,-0.33,1.94,10.97,1.13,0.1,0.64,9.1,51.7,0.262,STN153.2.pre.poly.3.S,2,STN153,Surface,Surface,AASW,Coastal_current,Getz,True.Sample,Low,NA,Getz_CC,NA,NA,NA,NA,NA,NA,NA,FALSE
-73.92156,-118.838,33.76,-0.33,2.02,10.97,1.13,0.1,0.64,9.11,51.7,0.262,STN153.2.fil.poly.S,2,STN153,Surface,Surface,AASW,Coastal_current,Getz,True.Sample,Low,1,Getz_CC,NA,NA,NA,NA,NA,NA,NA,FALSE
-73.80034,-112.66694,34.56,0.53,731.54,36.47,2.68,0.02,0.23,4.61,43.8,NA,STN12.3.732.pre.poly.3.S,732,STN12.3,Bottom_water,Bottom,CDW,Open_polynya,Open_polynya,True.Sample,NA,NA,NA,NA,NA,NA,NA,transect1,4,NA,FALSE
-73.80034,-112.66694,34.56,0.53,731.47,36.47,2.68,0.02,0.23,4.61,43.8,NA,STN12.3.732.fil.poly.S.r1,731,STN12.3,Bottom_water,Bottom,CDW,Open_polynya,Open_polynya,True.Sample,NA,1,NA,NA,NA,NA,NA,transect1,4,NA,FALSE
-73.80074,-112.66718,34.16,-1.14,300.09,35.33,2.58,0.03,0.29,5.85,46,NA,STN12.3.300.pre.poly.3.S,300,STN12.3,Intermediate,Mid,WW-CDW,Open_polynya,Open_polynya,True.Sample,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
-73.80074,-112.66724,34.16,-1.13,300.1,35.33,2.58,0.03,0.29,5.85,46,NA,STN12.3.300.fil.poly.S.r1,300,STN12.3,Intermediate,Mid,WW-CDW,Open_polynya,Open_polynya,True.Sample,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
-73.80082,-112.66734,34.01,-1.45,164.92,34.08,2.52,0.07,0.67,6.19,39.7,NA,STN12.3.165.pre.poly.3.S,165,STN12.3,Intermediate,Mid-Surface,WW,Open_polynya,Open_polynya,True.Sample,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
-73.80082,-112.66734,34.01,-1.44,164.9,34.08,2.52,0.07,0.67,6.2,39.7,NA,STN12.3.165.fil.poly.S.r1,165,STN12.3,Intermediate,Mid-Surface,WW,Open_polynya,Open_polynya,True.Sample,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
-73.80034,-112.66694,33.77,-0.86,14.81,17.73,1.6,0.07,0.73,8.71,51.2,NA,STN12.3.15.pre.poly.3.S,15,STN12.3,Surface,Surface,AASW,Open_polynya,Open_polynya,True.Sample,NA,NA,Open_polynya_surf,NA,NA,NA,NA,NA,NA,NA,FALSE
-73.8008,-112.6673,33.77,-0.87,14.83,17.73,1.6,0.07,0.73,8.74,51.2,NA,STN12.3.15.fil.poly.S.r1,15,STN12.3,Surface,Surface,AASW,Open_polynya,Open_polynya,True.Sample,NA,1,Open_polynya_surf,NA,NA,NA,NA,NA,NA,NA,FALSE
Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,NA,NA,KITBL.r17,Blank,Blank,Blank,Blank,NA,Blank,Blank,Control.Sample,NA,NA,Blank,Blank,Blank,NA,NA,NA,NA,NA,TRUE
-73.88074,-118.73942,34.51,0.42,673.33,33.47,2.26,0.01,0.26,4.75,43.6,NA,STN151.2.673.pre.poly.3.S,673,STN151.2,Bottom_water,Bottom,CDW,Coastal_current,Getz,True.Sample,NA,NA,NA,NA,NA,NA,NA,transect4,2,NA,FALSE
PosCtrl,PosCtrl,PosCtrl,PosCtrl,PosCtrl,PosCtrl,PosCtrl,PosCtrl,PosCtrl,PosCtrl,NA,NA,PCR.pos.r5,PosCtrl,PosCtrl,PosCtrl,PosCtrl,NA,PosCtrl,PosCtrl,Control.Sample,NA,NA,Blank,Blank,Blank,NA,NA,NA,NA,NA,TRUE
NegCtrl,NegCtrl,NegCtrl,NegCtrl,NegCtrl,NegCtrl,NegCtrl,NegCtrl,NegCtrl,NegCtrl,NA,NA,PCR.neg.r5,NegCtrl,NegCtrl,NegCtrl,NegCtrl,NA,NegCtrl,NegCtrl,Control.Sample,NA,NA,Blank,Blank,Blank,NA,NA,NA,NA,NA,TRUE
-73.88074,-118.73941,34.51,0.42,673.39,33.47,2.26,0.01,0.26,4.73,43.6,NA,STN151.2.673.fil.poly.S.r1,673,STN151.2,Bottom_water,Bottom,CDW,Coastal_current,Getz,True.Sample,NA,1,NA,NA,NA,NA,NA,transect4,2,NA,FALSE
-73.88072,-118.73942,34.49,0.32,599.98,33.53,2.28,0.01,0.16,4.77,NA,NA,STN151.2.600.pre.poly.3.S,600,STN151.2,Bottom_water,Bottom,CDW,Coastal_current,Getz,True.Sample,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
-73.88072,-118.73942,34.49,0.32,600.03,33.53,2.28,0.01,0.16,4.79,NA,NA,STN151.2.600.fil.poly.S.r1,600,STN151.2,Bottom_water,Bottom,CDW,Coastal_current,Getz,True.Sample,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
-73.88074,-118.73942,34.31,-0.3,499.65,33.2,2.28,0.01,0.13,5.1,42.2,NA,STN151.2.500.pre.poly.3.S,500,STN151.2,Intermediate,Mid-Bottom,WW-CDW,Coastal_current,Getz,True.Sample,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
-73.88074,-118.73942,34.31,-0.3,499.74,33.2,2.28,0.01,0.13,5.1,42.2,NA,STN151.2.500.fil.poly.S.r1,500,STN151.2,Intermediate,Mid-Bottom,WW-CDW,Coastal_current,Getz,True.Sample,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,Blank,NA,NA,KITBL.r18,Blank,Blank,Blank,Blank,NA,Blank,Blank,Control.Sample,NA,NA,Blank,Blank,Blank,NA,NA,NA,NA,NA,TRUE
-73.73166,-116.85366,34.46,0.13,620.2,33.12,2.29,0.04,0.28,4.85,44.7,0.871,STN174.620.pre.poly.3.S,620,STN174,Bottom_water,Bottom,CDW,Open_polynya,Open_polynya,True.Sample,High,NA,NA,NA,NA,NA,NA,transect4,3,NA,FALSE
-73.73166,-116.85366,34.46,0.13,620.27,33.12,2.29,0.04,0.28,4.84,44.7,0.871,STN174.620.fil.poly.S.r1,620,STN174,Bottom_water,Bottom,CDW,Open_polynya,Open_polynya,True.Sample,High,1,NA,NA,NA,NA,NA,transect4,3,NA,FALSE
-73.73226,-116.85366,34.38,-0.24,549.91,33.26,2.3,0.05,0.16,5.04,54,0.749,STN174.550.pre.poly.3.S,550,STN174,Bottom_water,Mid-Bottom,WW-CDW,Open_polynya,Open_polynya,True.Sample,High,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
-73.73226,-116.85366,34.38,-0.24,550.04,33.26,2.3,0.05,0.16,5.04,54,0.749,STN174.550.fil.poly.S.r1,550,STN174,Bottom_water,Mid-Bottom,WW-CDW,Open_polynya,Open_polynya,True.Sample,High,1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
-73.73258,-116.85276,34.11,-1.77,279.71,31.46,2.2,0.17,0.5,6.49,NA,0.333,STN174.280.pre.poly.3.S,280,STN174,Intermediate,Mid,WW,Open_polynya,Open_polynya,True.Sample,Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
-73.73258,-116.85276,34.11,-1.77,279.85,31.46,2.2,0.17,0.5,6.49,NA,0.333,STN174.280.fil.poly.S.r1,280,STN174,Intermediate,Mid,WW,Open_polynya,Open_polynya,True.Sample,Low,1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
-73.73252,-116.85274,33.71,0.01,2.91,3.84,0.68,0.07,0.34,8.65,64.7,0.11,STN174.3.pre.poly.3.S,3,STN174,Surface,Surface,AASW,Open_polynya,Open_polynya,True.Sample,Low,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
-73.73252,-116.85274,33.71,0.01,2.89,3.84,0.68,0.07,0.34,8.65,64.7,0.11,STN174.3.fil.poly.S.r1,3,STN174,Surface,Surface,AASW,Open_polynya,Open_polynya,True.Sample,Low,1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
-73.42308,-114.21052,34.57,0.57,757.39,33.6,2.31,0.04,0.31,4.53,NA,NA,STN181.757.pre.poly.3.S,757,STN181,Bottom_water,Bottom,CDW,Open_polynya,Open_polynya,True.Sample,NA,NA,NA,NA,NA,NA,NA,transect4,4,NA,FALSE
-73.42308,-114.21052,34.57,0.57,757.39,33.6,2.31,0.04,0.31,4.53,NA,NA,STN181.757.fil.poly.S.r1,757,STN181,Bottom_water,Bottom,CDW,Open_polynya,Open_polynya,True.Sample,NA,1,NA,NA,NA,NA,NA,transect4,4,NA,FALSE
-73.42308,-114.21052,34.11,-1.69,340.18,31.78,2.18,0.16,0.51,6.49,NA,NA,STN181.340.pre.poly.3.S,340,STN181,Intermediate,Mid,WW,Open_polynya,Open_polynya,True.Sample,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
-73.42308,-114.21052,34.11,-1.69,340.22,31.78,2.18,0.16,0.51,6.53,NA,NA,STN181.340.fil.poly.S.r1,340,STN181,Intermediate,Mid,WW,Open_polynya,Open_polynya,True.Sample,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,FALSE
-73.42308,-114.21054,33.75,-1.26,2.38,18.89,1.51,0.08,0.36,8.73,NA,NA,STN181.2.pre.poly.3.S,2,STN181,Surface,Surface,AASW-WW,Open_polynya,Open_polynya,True.Sample,NA,NA,Open_polynya_surf,NA,NA,NA,NA,NA,NA,NA,FALSE
-73.42308,-114.21054,33.75,-1.27,2.35,18.89,1.51,0.08,0.36,8.72,NA,NA,STN181.2.fil.poly.S.r1,2,STN181,Surface,Surface,AASW-WW,Open_polynya,Open_polynya,True.Sample,NA,1,Open_polynya_surf,NA,NA,NA,NA,NA,NA,NA,FALSE
-71.99998,-119.39896,33.29,-1.11,19.97,13.57,1.19,0.09,2.07,8.36,58.2,0.163,STN198.20.pre.poly.3.S,20,STN198,Surface,Surface,AASW,Open_polynya,Cont_Shelf,True.Sample,Low,NA,Cont_Shelf,NA,NA,NA,NA,NA,NA,NA,FALSE
-71.99998,-119.39897,34.71,0.58,1486.56,33.57,2.27,0.02,0.19,4.69,43.7,0.576,STN198.1487.pre.poly.3.S,1487,STN198,Bottom_water,Bottom,CDW,Open_polynya,Cont_Shelf,True.Sample,High,NA,Cont_Shelf,NA,NA,NA,NA,NA,NA,NA,FALSE
-71.99998,-119.39897,34.71,0.57,1486.48,33.57,2.27,0.02,0.19,4.69,43.7,0.576,STN198.1487.fil.poly.LG.r2,1487,STN198,Bottom_water,Bottom,CDW,Open_polynya,Cont_Shelf,True.Sample,High,1,Cont_Shelf,NA,NA,NA,NA,NA,NA,NA,FALSE
-71.99998,-119.39897,34.72,1.19,750.45,33.24,2.21,0.01,0.12,4.45,NA,0.357,STN198.750.fil.poly.LG.r1,750,STN198,Bottom_water,Mid-Bottom,CDW,Open_polynya,Cont_Shelf,True.Sample,Low,1,Cont_Shelf,NA,NA,NA,NA,NA,NA,NA,FALSE
-71.99998,-119.39898,34.71,1.65,375.51,33.49,2.26,0.02,0.16,4.17,44,0.441,STN198.376.pre.poly.3.S,376,STN198,Intermediate,Mid-Bottom,CDW,Open_polynya,Cont_Shelf,True.Sample,Low,NA,Cont_Shelf,NA,NA,NA,NA,transect1,1,NA,FALSE
-71.99998,-119.39897,34.71,1.65,375.54,33.49,2.26,0.02,0.16,4.17,44,0.441,STN198.376.fil.poly.S.r2,376,STN198,Intermediate,Mid-Bottom,CDW,Open_polynya,Cont_Shelf,True.Sample,Low,1,Cont_Shelf,NA,NA,NA,NA,transect1,1,NA,FALSE
