Station,ART_NUMBER,Bottle,Date,Salinity,Sal11,Oxygen,PrDM,Depth,Temperature,C0mS/cm,T190C,C1mS/cm,Sbeox0ML/L,Sbeox1ML/L,FlECO-AFL,CStarTr0,Par,Latitude,Longitude,TimeJ,AltM,Spar
STN12.3,ASP01497,5,Feb 17 2022,34.4,34.4,8.01,505.75,499.92,0.15,28.94,0.15,28.95,4.71,4.87,0.05,96.22,0,-73.8,-112.67,48.53,99.84,102.72
STN12.3,ASP01498,6,Feb 17 2022,34.32,34.32,8.08,404.62,400.05,-0.16,28.57,-0.16,28.57,4.87,5.03,0.13,96.03,0,-73.8,-112.67,48.53,99.85,106.82
STN12.3,ASP01499,7,Feb 17 2022,34.25,34.26,8.17,354.21,350.25,-0.57,28.15,-0.55,28.18,5.32,5.52,0.16,96.04,0,-73.8,-112.67,48.53,99.85,109.37
STN12.3,ASP01500,8,Feb 17 2022,34.16,34.16,8.3,303.45,300.09,-1.14,27.59,-1.13,27.59,5.85,6.05,0.1,95.82,0,-73.8,-112.67,48.53,99.85,113.58
STN12.3,ASP01501,9,Feb 17 2022,34.16,34.16,8.3,303.46,300.1,-1.13,27.59,-1.13,27.59,5.85,6.06,0.52,96.06,0,-73.8,-112.67,48.53,95.78,113.54
STN12.3,ASP01502,10,Feb 17 2022,34.1,34.1,8.33,253.18,250.41,-1.24,27.44,-1.23,27.45,6.05,6.27,1.51,95.17,0,-73.8,-112.67,48.53,99.86,118.33
STN12.3,ASP01503,11,Feb 17 2022,34.01,34,8.38,166.71,164.92,-1.45,27.16,-1.45,27.16,6.19,6.41,1.82,93.58,0,-73.8,-112.67,48.54,99.84,129.34
STN12.3,ASP01504,12,Feb 17 2022,34.01,34,8.38,166.69,164.9,-1.44,27.16,-1.45,27.15,6.2,6.41,2.02,93.36,0,-73.8,-112.67,48.54,99.8,129.77
STN12.3,ASP01505,13,Feb 17 2022,34,34,8.38,166.7,164.91,-1.45,27.15,-1.45,27.15,6.19,6.4,1.51,94.32,0,-73.8,-112.67,48.54,99.85,130.09
STN12.3,ASP01506,14,Feb 17 2022,33.97,33.97,8.39,126.34,125,-1.47,27.09,-1.47,27.1,6.21,6.43,3.66,91.03,0,-73.8,-112.67,48.54,99.8,135.52
STN12.3,ASP01507,15,Feb 17 2022,33.92,33.91,8.36,100.92,99.85,-1.33,27.16,-1.33,27.16,6.35,6.57,5.66,87.47,0,-73.8,-112.67,48.54,99.67,139.81
STN12.3,ASP01508,16,Feb 17 2022,33.91,33.91,8.35,100.89,99.82,-1.3,27.18,-1.31,27.17,6.4,6.63,5.53,87.69,0,-73.8,-112.67,48.54,99.74,140.02
STN12.3,ASP01509,17,Feb 17 2022,33.86,33.85,8.34,70.49,69.75,-1.24,27.18,-1.23,27.19,6.79,7.03,9.9,86.15,0,-73.8,-112.67,48.54,99.59,144.7
STN12.3,ASP01510,18,Feb 17 2022,33.86,33.85,8.34,70.49,69.75,-1.21,27.21,-1.23,27.18,6.8,7.05,9.32,84.3,0,-73.8,-112.67,48.54,95.95,145.57
STN12.3,ASP01511,19,Feb 17 2022,33.85,33.84,8.27,50.45,49.92,-0.9,27.44,-0.89,27.44,7.69,7.99,13.26,79.51,0,-73.8,-112.67,48.54,99.51,146.28
STN12.3,ASP01512,20,Feb 17 2022,33.84,33.84,8.27,50.47,49.94,-0.89,27.45,-0.9,27.44,7.53,7.76,12.67,79.42,0,-73.8,-112.67,48.54,99.63,146.54
STN12.3,ASP01513,21,Feb 17 2022,33.77,33.77,8.27,14.97,14.81,-0.86,27.4,-0.86,27.4,8.71,9.07,25.25,75.49,1.38,-73.8,-112.67,48.54,99.96,146.75
STN12.3,ASP01514,22,Feb 17 2022,33.77,33.77,8.27,14.98,14.83,-0.87,27.4,-0.86,27.4,8.74,9.08,23.38,75.25,1.39,-73.8,-112.67,48.54,97.21,146.79
STN12.3,ASP01515,23,Feb 17 2022,33.76,33.76,8.27,2.47,2.45,-0.89,27.36,-0.89,27.36,9.01,8.7,19.79,76.38,51.64,-73.8,-112.67,48.54,99.95,146.46
STN12.3,ASP01516,24,Feb 17 2022,33.75,33.75,8.27,2.5,2.47,-0.9,27.35,-0.9,27.35,8.94,8.61,22.33,76.81,51.54,-73.8,-112.67,48.54,99.92,146.14
STN151.2,ASP01517,1,Feb 19 2022,34.51,34.51,7.95,681.48,673.33,0.42,29.33,0.42,29.33,4.75,4.93,-0.01,99.47,0,-73.88,-118.74,50.93,1.92,1611.9
STN151.2,ASP01518,2,Feb 19 2022,34.51,34.51,7.95,681.54,673.39,0.42,29.33,0.42,29.33,4.73,4.93,0,99.48,0,-73.88,-118.74,50.93,1.85,1610.9
STN151.2,ASP01519,3,Feb 19 2022,34.51,34.51,7.95,678.26,670.15,0.41,29.33,0.42,29.33,4.75,4.92,-0.01,99.48,0,-73.88,-118.74,50.93,5.11,1610.2
STN151.2,ASP01520,4,Feb 19 2022,34.51,34.51,7.95,678.43,670.33,0.41,29.33,0.42,29.33,4.74,4.92,-0.01,99.48,0,-73.88,-118.74,50.93,4.97,1609.6
STN151.2,ASP01521,5,Feb 19 2022,34.51,34.51,7.95,676.33,668.25,0.41,29.33,0.42,29.33,4.73,4.92,0,99.47,0,-73.88,-118.74,50.93,7.06,1610.6
STN151.2,ASP01522,6,Feb 19 2022,34.51,34.51,7.95,676.26,668.18,0.41,29.33,0.42,29.33,4.73,4.92,-0.01,99.47,0,-73.88,-118.74,50.93,7.05,1611
STN151.2,ASP01523,7,Feb 19 2022,34.49,34.49,7.97,607.14,599.98,0.32,29.2,0.33,29.2,4.77,4.96,0,99.46,0,-73.88,-118.74,50.93,77.16,1608.9
STN151.2,ASP01524,8,Feb 19 2022,34.49,34.49,7.97,607.19,600.03,0.32,29.2,0.33,29.2,4.79,4.96,0,99.46,0,-73.88,-118.74,50.93,77.1,1610
STN151.2,ASP01525,9,Feb 19 2022,34.41,34.4,8.03,546.08,539.72,0.05,28.88,0.04,28.87,4.91,5.12,-0.01,99.42,0,-73.88,-118.74,50.94,99.81,1606.4
STN151.2,ASP01526,10,Feb 19 2022,34.41,34.41,8.03,545.9,539.55,0.05,28.89,0.05,28.88,4.92,5.11,0,99.41,0,-73.88,-118.74,50.94,99.81,1606.5
STN151.2,ASP01527,11,Feb 19 2022,34.31,34.31,8.11,505.48,499.65,-0.3,28.49,-0.29,28.5,5.1,5.29,0,99.37,0,-73.88,-118.74,50.94,99.81,1605.9
STN151.2,ASP01528,12,Feb 19 2022,34.31,34.31,8.11,505.58,499.74,-0.3,28.49,-0.3,28.49,5.1,5.28,-0.01,99.36,0,-73.88,-118.74,50.94,99.82,1606
STN151.2,ASP01529,13,Feb 19 2022,34.22,34.22,8.19,454.97,449.78,-0.62,28.14,-0.62,28.14,5.28,5.48,0,99.33,0,-73.88,-118.74,50.94,99.82,1603.4
STN151.2,ASP01530,14,Feb 19 2022,34.22,34.22,8.19,455.08,449.88,-0.62,28.14,-0.62,28.14,5.27,5.47,0.01,99.32,0,-73.88,-118.74,50.94,99.82,1603.5
STN151.2,ASP01531,15,Feb 19 2022,34.16,34.15,8.28,404.71,400.14,-1.05,27.7,-1.05,27.7,5.63,5.85,0,99.41,0,-73.88,-118.74,50.94,92.44,1600.3
STN151.2,ASP01532,16,Feb 19 2022,34.15,34.16,8.29,404.55,399.98,-1.06,27.7,-1.04,27.71,5.71,5.85,0,99.38,0,-73.88,-118.74,50.94,99.83,1599.9
STN151.2,ASP01533,17,Feb 19 2022,34.07,34.07,8.41,353.83,349.87,-1.58,27.18,-1.58,27.18,6.11,6.33,0.01,99.44,0,-73.88,-118.74,50.94,98.17,1598.1
STN151.2,ASP01534,18,Feb 19 2022,34.07,34.07,8.41,353.89,349.94,-1.58,27.18,-1.58,27.18,6.11,6.33,0,99.42,0,-73.88,-118.74,50.94,99.84,1598.3
STN151.2,ASP01535,19,Feb 19 2022,34.05,34.05,8.45,303.2,299.85,-1.75,27.01,-1.75,27.01,6.29,6.51,0.15,99.03,0,-73.88,-118.74,50.94,99.85,1597.1
STN151.2,ASP01536,20,Feb 19 2022,34.05,34.05,8.45,303.25,299.9,-1.75,27.01,-1.75,27.01,6.28,6.51,0.13,99.08,0,-73.88,-118.74,50.94,91.2,1597.3
STN151.2,ASP01537,21,Feb 19 2022,34,34,8.4,176.76,174.86,-1.53,27.09,-1.53,27.09,6.08,6.28,0.74,98.42,0,-73.88,-118.74,50.95,99.84,1593.3
STN151.2,ASP01538,22,Feb 19 2022,33.86,33.86,8.17,100.59,99.52,-0.43,27.87,-0.42,27.87,8.01,8.38,5.73,92.61,0,-73.88,-118.74,50.95,99.66,1591.4
STN151.2,ASP01539,23,Feb 19 2022,33.67,33.66,8.16,2.21,2.19,-0.36,27.74,-0.36,27.73,8.98,8.61,2.4,90.27,816.78,-73.88,-118.74,50.95,99.83,1589.2
STN151.2,ASP01540,24,Feb 19 2022,33.67,33.67,8.16,2.1,2.08,-0.35,27.75,-0.34,27.75,8.97,8.61,2.86,89.86,876.93,-73.88,-118.74,50.95,99.83,1588.8
STN174,ASP01541,1,Feb 20 2022,34.46,34.46,8.01,627.62,620.2,0.13,29.02,0.13,29.02,4.85,4.97,0.75,96.82,0,-73.73,-116.85,51.85,1.36,252.23
STN174,ASP01542,2,Feb 20 2022,34.46,34.46,8.01,627.69,620.27,0.13,29.02,0.13,29.03,4.84,4.97,0.65,96.78,0,-73.73,-116.85,51.85,1.26,252.13
STN174,ASP01543,3,Feb 20 2022,34.46,34.46,8.01,618.43,611.14,0.13,29.02,0.13,29.02,4.84,4.98,0.61,96.63,0,-73.73,-116.85,51.85,10.48,234.42
STN174,ASP01544,4,Feb 20 2022,34.46,34.46,8.01,618.41,611.11,0.13,29.02,0.13,29.02,4.84,4.98,0.56,96.92,0,-73.73,-116.85,51.85,10.41,234.57
STN174,ASP01545,5,Feb 20 2022,34.45,34.45,8.02,607.28,600.13,0.09,28.98,0.09,28.98,4.86,5,0.6,96.75,0,-73.73,-116.85,51.85,21.43,231.84
STN174,ASP01546,6,Feb 20 2022,34.45,34.45,8.02,607.23,600.08,0.09,28.97,0.09,28.97,4.86,5,0.53,96.87,0,-73.73,-116.85,51.85,21.57,234.28
STN174,ASP01547,7,Feb 20 2022,34.38,34.38,8.09,556.39,549.91,-0.24,28.62,-0.24,28.62,5.04,5.18,0.48,96.99,0,-73.73,-116.85,51.85,89.48,234.6
STN174,ASP01548,8,Feb 20 2022,34.38,34.38,8.09,556.53,550.04,-0.24,28.62,-0.23,28.63,5.04,5.17,0.54,96.99,0,-73.73,-116.85,51.85,89.59,234.71
STN174,ASP01549,9,Feb 20 2022,34.36,34.36,8.12,526.03,519.94,-0.34,28.51,-0.34,28.51,5.1,5.25,0.56,96.91,0,-73.73,-116.85,51.86,99.89,268.36
STN174,ASP01550,10,Feb 20 2022,34.36,34.36,8.12,526.37,520.28,-0.34,28.51,-0.34,28.51,5.1,5.25,0.94,96.86,0,-73.73,-116.85,51.86,99.89,269.72
STN174,ASP01551,11,Feb 20 2022,34.31,34.31,8.18,485.55,479.97,-0.63,28.2,-0.62,28.21,5.31,5.46,0.44,97.67,0,-73.73,-116.85,51.86,99.89,225.69
STN174,ASP01552,12,Feb 20 2022,34.31,34.31,8.18,485.6,480.02,-0.64,28.2,-0.63,28.2,5.33,5.47,0.83,97.6,0,-73.73,-116.85,51.86,99.89,224.72
STN174,ASP01553,13,Feb 20 2022,34.18,34.18,8.36,404.03,399.47,-1.39,27.44,-1.39,27.44,5.99,6.16,0.5,97.58,0,-73.73,-116.85,51.86,99.89,231.87
STN174,ASP01554,14,Feb 20 2022,34.18,34.18,8.36,403.92,399.36,-1.39,27.44,-1.39,27.44,5.99,6.16,0.84,97.33,0,-73.73,-116.85,51.86,99.88,229.24
STN174,ASP01555,15,Feb 20 2022,34.14,34.14,8.43,363.98,359.9,-1.69,27.15,-1.68,27.15,6.35,6.51,0.51,97.7,0,-73.73,-116.85,51.86,99.89,222.37
STN174,ASP01556,16,Feb 20 2022,34.14,34.14,8.43,363.91,359.84,-1.69,27.15,-1.69,27.15,6.36,6.54,0.41,97.41,0,-73.73,-116.85,51.86,99.89,221.37
STN174,ASP01557,17,Feb 20 2022,34.11,34.11,8.45,282.82,279.71,-1.77,27.02,-1.77,27.02,6.49,6.68,0.46,97.28,0,-73.73,-116.85,51.86,99.89,227.66
STN174,ASP01558,18,Feb 20 2022,34.11,34.11,8.45,282.97,279.85,-1.77,27.02,-1.77,27.02,6.49,6.68,0.51,97.45,0,-73.73,-116.85,51.86,99.89,229.1
STN174,ASP01559,19,Feb 20 2022,34.08,34.08,8.43,181.8,179.84,-1.7,27.01,-1.7,27.01,6.4,6.59,0.75,96.84,0,-73.73,-116.85,51.86,99.88,252.02
STN174,ASP01560,20,Feb 20 2022,34.08,34.07,8.43,181.81,179.85,-1.7,27.01,-1.7,27.01,6.4,6.59,0.61,96.99,0,-73.73,-116.85,51.86,90.96,252.52
STN174,ASP01561,21,Feb 20 2022,33.92,33.93,8.17,81.08,80.22,-0.47,27.87,-0.47,27.87,7.77,7.99,3.93,92.18,0,-73.73,-116.85,51.87,99.69,244.25
STN174,ASP01562,22,Feb 20 2022,33.71,33.71,8.08,2.94,2.91,0.01,28.08,0.02,28.08,8.65,8.36,7.64,87.97,107.13,-73.73,-116.85,51.87,5.3,252.99
STN174,ASP01563,23,Feb 20 2022,33.71,33.71,8.08,2.92,2.89,0.01,28.08,0.02,28.08,8.65,8.36,6.96,88.52,104.82,-73.73,-116.85,51.87,33.97,254.43
STN174,ASP01564,24,Feb 20 2022,33.71,33.71,8.08,3,2.97,0.01,28.08,0.02,28.08,8.67,8.36,5.91,87.89,103.23,-73.73,-116.85,51.87,1.35,254.97
STN181,ASP01565,1,Feb 21 2022,34.57,34.56,7.92,766.7,757.39,0.57,29.54,0.57,29.54,4.53,4.66,1.57,95.72,0,-73.42,-114.21,52.72,3.19,560.27
STN181,ASP01566,2,Feb 21 2022,34.54,34.54,7.93,708.57,700.07,0.5,29.44,0.5,29.44,4.66,4.78,0.2,98.51,0,-73.42,-114.21,52.73,62.05,555.31
STN181,ASP01567,3,Feb 21 2022,34.53,34.52,7.95,657.89,650.07,0.43,29.34,0.43,29.34,4.72,4.84,0.15,98.6,0,-73.42,-114.21,52.73,99.82,586.79
STN181,ASP01568,4,Feb 21 2022,34.45,34.45,8.03,607.22,600.08,0.05,28.94,0.07,28.96,4.89,5,0.18,98.37,0,-73.42,-114.21,52.73,76.58,614.09
STN181,ASP01569,5,Feb 21 2022,34.39,34.39,8.06,556.17,549.69,-0.08,28.77,-0.07,28.77,4.94,5.08,0.29,98.13,0,-73.42,-114.21,52.73,99.82,625.93
STN181,ASP01570,6,Feb 21 2022,34.32,34.32,8.13,505.58,499.75,-0.37,28.44,-0.35,28.45,5.13,5.26,0.35,98.05,0,-73.42,-114.21,52.73,99.83,594.31
STN181,ASP01571,7,Feb 21 2022,34.27,34.27,8.17,455.12,449.93,-0.56,28.23,-0.54,28.24,5.25,5.39,0.6,98.02,0,-73.42,-114.21,52.73,99.83,569.19
STN181,ASP01572,8,Feb 21 2022,34.23,34.22,8.19,404.74,400.17,-0.62,28.12,-0.62,28.11,5.25,5.4,0.21,98.12,0,-73.42,-114.21,52.73,99.16,548.83
STN181,ASP01573,9,Feb 21 2022,34.11,34.11,8.43,344.01,340.18,-1.69,27.11,-1.69,27.11,6.49,6.68,0.54,96.94,0,-73.42,-114.21,52.73,99.84,534.19
STN181,ASP01574,10,Feb 21 2022,34.11,34.11,8.43,344.05,340.22,-1.69,27.11,-1.69,27.11,6.53,6.71,0.74,97.09,0,-73.42,-114.21,52.73,97.7,534.15
STN181,ASP01575,11,Feb 21 2022,34.08,34.07,8.4,303.42,300.07,-1.56,27.18,-1.56,27.18,6.41,6.63,0.74,96.87,0,-73.42,-114.21,52.74,97.65,548.15
STN181,ASP01576,12,Feb 21 2022,34.03,34.03,8.34,242.59,239.95,-1.26,27.36,-1.26,27.36,5.82,5.99,1.65,97.13,0,-73.42,-114.21,52.74,99.84,539.15
STN181,ASP01577,13,Feb 21 2022,33.98,33.98,8.38,202.19,200.01,-1.42,27.18,-1.42,27.18,6.18,6.36,3.28,94.68,0,-73.42,-114.21,52.74,97.36,503.68
STN181,ASP01578,14,Feb 21 2022,33.92,33.92,8.37,151.75,150.13,-1.38,27.15,-1.37,27.15,5.78,5.95,2.41,93.79,0,-73.42,-114.21,52.74,99.74,471.01
STN181,ASP01579,15,Feb 21 2022,33.83,33.83,8.36,100.88,99.81,-1.31,27.11,-1.31,27.11,6.79,7,8.62,86.75,0,-73.42,-114.21,52.74,99.46,371.57
STN181,ASP01580,16,Feb 21 2022,33.78,33.78,8.35,75.28,74.49,-1.25,27.12,-1.25,27.12,7.9,8.22,10.57,84.9,0,-73.42,-114.21,52.74,99.71,360.42
STN181,ASP01581,17,Feb 21 2022,33.76,33.76,8.36,50.76,50.23,-1.29,27.06,-1.28,27.06,8.56,8.83,17.44,83.26,0,-73.42,-114.21,52.74,99.73,368.33
STN181,ASP01582,18,Feb 21 2022,33.76,33.75,8.36,24.8,24.54,-1.3,27.04,-1.3,27.04,8.6,8.88,14.4,83.33,0.88,-73.42,-114.21,52.74,99.71,377.48
STN181,ASP01583,19,Feb 21 2022,33.75,33.75,8.36,10.2,10.09,-1.27,27.05,-1.27,27.05,8.73,9.01,17.09,84.86,21.54,-73.42,-114.21,52.75,96.99,386.68
STN181,ASP01584,20,Feb 21 2022,33.75,33.75,8.35,2.41,2.38,-1.26,27.06,-1.26,27.06,8.73,8.31,11.46,83.78,166.21,-73.42,-114.21,52.75,99.45,399.2
STN181,ASP01585,21,Feb 21 2022,33.75,33.75,8.36,2.38,2.35,-1.27,27.05,-1.27,27.05,8.72,8.29,11.83,82.98,167.56,-73.42,-114.21,52.75,99.51,402.12
STN198,ASP01597,1,Feb 25 2022,34.71,34.71,7.91,1507.37,1486.56,0.58,29.97,0.57,29.97,4.69,4.8,-0.01,99.58,0,-72,-119.4,56.04,10.19,1270.4
STN198,ASP01598,2,Feb 25 2022,34.71,34.71,7.91,1507.29,1486.48,0.57,29.97,0.57,29.97,4.69,4.8,0,99.59,0,-72,-119.4,56.04,10.26,1274.5
STN198,ASP01599,3,Feb 25 2022,34.72,34.72,7.83,1012.8,999.99,0.96,30.11,0.97,30.11,4.55,4.67,-0.01,99.81,0,-72,-119.4,56.05,99.82,1316.8
STN198,ASP01600,4,Feb 25 2022,34.72,34.72,7.83,1012.68,999.88,0.96,30.11,0.97,30.11,4.55,4.67,-0.01,99.83,0,-72,-119.4,56.05,99.82,1103.9
STN198,ASP01601,5,Feb 25 2022,34.72,34.72,7.78,759.6,750.45,1.19,30.19,1.19,30.19,4.45,4.57,-0.01,99.79,0,-72,-119.4,56.06,99.83,1263.5
STN198,ASP01602,6,Feb 25 2022,34.72,34.72,7.78,759.82,750.66,1.19,30.19,1.19,30.19,4.45,4.57,0,99.78,0,-72,-119.4,56.06,99.83,1265.8
STN198,ASP01603,7,Feb 25 2022,34.72,34.72,7.72,505.53,499.74,1.49,30.34,1.49,30.34,4.29,4.41,0.01,99.68,0,-72,-119.4,56.06,99.84,353.44
STN198,ASP01604,8,Feb 25 2022,34.72,34.72,7.72,505.76,499.97,1.49,30.34,1.49,30.34,4.29,4.41,0.01,99.64,0,-72,-119.4,56.06,97.58,356.32
STN198,ASP01605,9,Feb 25 2022,34.71,34.71,7.69,379.74,375.51,1.65,30.42,1.66,30.42,4.17,4.29,0.06,98.77,0,-72,-119.4,56.06,76.78,1142.6
STN198,ASP01606,10,Feb 25 2022,34.71,34.71,7.69,379.78,375.54,1.65,30.42,1.66,30.42,4.17,4.29,0.06,99.55,0,-72,-119.4,56.06,99.84,1138.7
STN198,ASP01607,11,Feb 25 2022,34.56,34.54,7.85,303.51,300.18,0.88,29.59,0.88,29.59,4.5,4.61,0.16,99,0,-72,-119.4,56.06,93.54,1113.5
STN198,ASP01608,12,Feb 25 2022,34.55,34.56,7.85,303.42,300.09,0.9,29.61,0.88,29.6,4.5,4.65,0.15,99.08,0,-72,-119.4,56.06,99.84,1051.1
STN198,ASP01609,13,Feb 25 2022,34.17,34.18,8.35,201.96,199.8,-1.34,27.38,-1.28,27.44,6.06,6.24,0.25,98.95,0,-72,-119.4,56.07,99.84,1146
STN198,ASP01610,14,Feb 25 2022,34.17,34.17,8.34,201.88,199.72,-1.32,27.4,-1.32,27.4,6.05,6.23,0.37,98.85,0,-72,-119.4,56.07,99.32,1152.9
STN198,ASP01611,15,Feb 25 2022,34.12,34.12,8.43,151.47,149.86,-1.69,27.03,-1.69,27.03,6.42,6.61,0.49,98.78,0,-72,-119.4,56.07,99.85,1168.8
STN198,ASP01612,16,Feb 25 2022,34.12,34.12,8.43,151.46,149.86,-1.69,27.03,-1.69,27.03,6.43,6.61,0.31,98.81,0,-72,-119.4,56.07,96.61,1152.9
STN198,ASP01613,17,Feb 25 2022,34.1,34.1,8.43,101.05,100,-1.71,26.98,-1.7,26.98,6.5,6.68,0.37,98.62,0,-72,-119.4,56.07,99.85,686.8
STN198,ASP01614,18,Feb 25 2022,34.1,34.1,8.43,101.07,100.01,-1.71,26.98,-1.7,26.98,6.49,6.68,0.35,98.61,0,-72,-119.4,56.07,99.85,858.2
STN198,ASP01615,19,Feb 25 2022,33.94,33.96,8.43,50.44,49.92,-1.65,26.89,-1.66,26.89,6.84,7.03,1.21,96.91,0.02,-72,-119.4,56.07,89.2,478.06
STN198,ASP01616,20,Feb 25 2022,33.92,33.93,8.43,50.47,49.95,-1.64,26.89,-1.64,26.89,6.91,7.04,1.89,96.76,0.01,-72,-119.4,56.07,99.84,484.36
STN198,ASP01617,21,Feb 25 2022,33.24,33.32,8.34,20.18,19.97,-1.06,26.85,-1.13,26.85,8.32,8.61,9.26,87.79,6.28,-72,-119.4,56.07,99.49,1210.1
STN198,ASP01618,22,Feb 25 2022,33.29,33.26,8.35,20.18,19.97,-1.11,26.85,-1.08,26.85,8.36,8.57,7.88,87.95,6.09,-72,-119.4,56.07,92.9,1211.7
STN198,ASP01619,23,Feb 25 2022,32.85,32.86,8.32,3.45,3.41,-0.85,26.72,-0.84,26.74,8.82,8.56,8.77,83.73,306.81,-72,-119.4,56.07,60.47,1183.1
STN198,ASP01620,24,Feb 25 2022,32.85,32.85,8.32,3.53,3.5,-0.85,26.72,-0.85,26.72,8.82,8.57,8.31,84.13,290.31,-72,-119.4,56.07,62.7,1186
