"","STN012.30.pre.poly.3.LG","STN012.300.pre.poly.3.LG","STN012.730.pre.poly.3.LG","STN014.300.pre.poly.3.LG","STN014.40.pre.poly.3.LG","STN014.460.pre.poly.3.LG","STN014.580.pre.poly.3.LG","STN014.700.pre.poly.3.LG","STN014.860.pre.poly.3.LG","STN056a.150.pre.poly.3.LG","STN056a.170.pre.poly.3.LG","STN056a.310.pre.poly.3.LG","STN056b.190.pre.poly.3.LG","STN056b.30.pre.poly.3.LG","STN056b.350.pre.poly.3.LG","STN056b.390.pre.poly.3.LG","STN056b.410.pre.poly.3.LG","STN056b.90.pre.poly.3.LG","STN068.190.pre.poly.3.LG","STN068.257.pre.poly.3.LG","STN068.30.pre.poly.3.LG","STN068.90.pre.poly.3.LG","STN078.100.pre.poly.3.LG","STN078.180.pre.poly.3.LG","STN078.20.pre.poly.3.LG","STN078.300.pre.poly.3.LG","STN078.440.pre.poly.3.LG","STN089.1271.pre.poly.3.LG","STN089.2.pre.poly.3.LG","STN089.200.pre.poly.3.LG","STN089.300.pre.poly.3.LG","STN089.500.pre.poly.3.LG","STN106.100.pre.poly.3.S","STN106.170.pre.poly.2.LG","STN106.20.pre.poly.3.S","STN106.318.pre.poly.2.LG","STN132.100.pre.poly.3.S","STN132.200.pre.poly.3.S","STN132.30.pre.poly.3.S","STN132.305.pre.poly.3.S","STN132.505.pre.poly.3.S","STN146.160.pre.poly.3.S","STN146.201.pre.poly.3.S","STN146.250.pre.poly.3.S","STN146.268.pre.poly.3.S","STN146.30.pre.poly.3.S","STN153.160.pre.poly.3.S","STN153.2.pre.poly.3.S","STN153.548.pre.poly.3.S","STN174.280.pre.poly.3.S","STN174.3.pre.poly.3.S","STN174.550.pre.poly.3.S","STN174.620.pre.poly.3.S","STN198.1487.pre.poly.3.S","STN198.150.pre.poly.3.LG","STN198.20.pre.poly.3.S","STN198.300.pre.poly.3.S","STN198.376.pre.poly.3.S","STN20.175.pre.poly.3.LG","STN20.25.pre.poly.3.LG","STN20.499.pre.poly.3.LG","STN22.150.pre.poly.3.LG","STN22.2.pre.poly.3.LG","STN22.250.pre.poly.3.LG","STN22.325.pre.poly.3.LG","STN22.465.pre.poly.3.LG","STN22.610.pre.poly.3.LG"
"Seq155",0,0.000589448865310934,0.00125916265683321,0.00238538948937756,0,0.00841920926786556,0.00773034729722049,0.00689310689310689,0.00324825986078886,0.00352080614319968,0.00522344747533372,0.00933537689842553,0.0015594048973743,0.000122875281589187,0.00554331604008244,0.00518442512286007,0.00485898383859723,0.00371517027863777,0,0.00768414349395033,0,0.000616142945163278,0,0,0,0,0.00898686535064137,0.00393387553041018,0.00110680686220255,0.00590152757952149,0.00545919640628899,0.0095413315077871,0,0.00291757840991977,0,0.00316514615527835,0.00434153400868307,0.00326192794547225,0,0.00182121718014873,0.00625429390443249,0,0,0.000669568128557081,0.00106422937273069,0,0.000602530628640289,0,0.00798679107629689,0,0,0,0.000306247447937934,0.0014551501922877,0,0,0,0.000491561527117811,0,0,0.00485335921791583,0.0034007748600947,0.000984639621898385,0.00308365968731691,0.00768978461314188,0.0103819870334677,0.0103431292070268
"Seq156",0,0,0,0.000447260529258293,0,0.000134707348285849,0,0.000699300699300699,0,0.000455276656448235,0.000527620957104416,0,0.000379314704766721,0,0,0.000324026570178755,0.000422520333791064,0.000343997248022016,0,0.000339630651666313,0,0,0,0,0,0,0,0.000442008486562942,0.000830105146651909,0.000276966998316893,0.000530321936610931,0.000299503679616635,0,0,0,0,0,0,0,0,0,0,0,0,0.000313008639038437,0,0,0,0.000460776408247898,0,0,0,0.000204164965291956,0,0,0,0,0,0,0,0,0.000215238915195867,0,0.00033920256560486,0.00029155581471628,0,0
"Seq157",0,0,0,0,0,0.00101030511214387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seq159",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000618811881188119,0,0.000383492766900313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seq160",0.000124090006618134,0,0.000449700948869002,0,0,0,0.000341044733700904,0,0.000729201193238316,0,0,0.00013933398355859,0.000252876469844481,0.000122875281589187,0.000426408926160188,0,0,0.000412796697626419,0,0.000254722988749735,0,0,0.000295836106796835,0.000509294626941686,0,0,0,0,0,4.26103074333681e-05,0,0.000171144959780934,0,0,0,0,0,0,0,0,9.47620288550378e-05,0.000449034575662326,0.000476398427885188,0.00113826581854704,0.00112683110053837,0.00219659527732015,0.00622614982928299,0.00833009624929863,0.0023806781092808,0.0498069978832026,0.0100778946441931,0.0831992371416652,0.110759493670886,0.0248622804282299,0.027519818799547,0,0.0244207255286091,0.0368124965863783,0.000365764447695684,0,0.000485335921791583,0.000172191132156694,0.000196927924379677,0,0,0.000175223409847556,0.000287309144639632
"Seq161",0,0,0,0,0,0,0.000341044733700904,0,0,0.00060703554193098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0022968793066487,0,0,0,0,0,0.000998253057149988,0,0,0.000547045951859956,0,0,0,0.000438169425511198,0,0.000607072393382911,0.000379048115420151,0,0,0,0,0,0,0,0.00042237837422724,0,0,0,0,0.000166302879118595,0,0,0,0,0,0,0,0,0,0,0,0.000175223409847556,0
"Seq166",0,0,0.000944371992624904,0,0,0.00141442715700141,0.00119365656795316,0,0.000994365263506795,0.00130512641515161,0.000896955627077507,0.00185778644744787,0,0,0.002274180939521,0,0.00142600612654484,0,0,0.00216514540437274,0,0,0,0,0,0,0.00222751363391966,0.00198903818953324,0.00249031543995573,0.00151266591388457,0.00149737958572498,0.00162587711791888,0,0,0,0,0.00434153400868307,0,0,0.000758840491728639,0,0,0,0,0,0,0,0,0.00195829973505357,0,0,0,0,0,0,0,0.000506654056610147,0.000764651264405484,0,0,0.000901338140470083,0.00124838570813603,0,0.000863424712448734,0,0.00109514631154722,0.00110819241503858
"Seq167",0,0,0.000224850474434501,0.000521803950801342,0,0,0.000170522366850452,0,0,0.00030351777096549,0,0.000464446611861966,0.000379314704766721,0,0,0,0,0,0.000176108012914588,0.000254722988749735,0,0,0,0,0.00303188068477628,0,0.000307243259850987,0.000221004243281471,0,0.000340882459466945,0.000499126528574994,0.000128358719835701,0,0.000364697301239971,0,0,0,0.00053554040895813,0,0,0.000497500651488948,0,0,0,0.000187805183423062,0,0,8.63222409253744e-05,0.000383980340206581,0.000207529157846677,0,0.000476786459264557,0,0.000103939299449122,0.000566251415628539,0.0050943907506097,0.000202661622644059,0,0.000274323335771763,0,0.000277334812452333,0.000215238915195867,0,9.25097906195072e-05,0,0.000306640967233222,0
"Seq169",0,0,0.000179880379547601,0,0,0,0,0,0,0.000424924879351686,0,0,0,0,0.000497477080520219,0,0,0,0,0,0,0,0,0,0,0,0,0.000309405940594059,0,0.000404797920616997,0.00043673571250312,0,0,0.0012764405543399,0,0.000744740271830199,0.00578871201157742,0,0,0.00113826073759296,0,0,0,0,0,0,0,0,0.000307184272165265,0,0,0,0,0.00126805945327928,0,0,0,0,0,0,0,0,0,0,0.000328000291555815,0,0
"Seq171",0.00103408338848445,0,0.0010343121823987,0.00372717107715244,0.00249635947576451,0.000336768370714623,0.000397885522651054,0.000699300699300699,0.000530328140536957,0.000151758885482745,0.000263810478552208,0,0.000210730391537067,0.0157280360434159,0.0011370904697605,0,0,0.000825593395252838,0.00252421485177576,0.000509445977499469,0.0046677471636953,0.0254158964879852,0.0130907477257599,0.0213903743315508,0.00646188711603834,0.0146063960639606,0.0011521622244412,8.84016973125884e-05,0,0,0,8.55724798904672e-05,0,0.00674690007293946,0.00430606160980457,0.00204803574753305,0,0,0.00106269925611052,0.00144179693428441,0.000568572173130227,0.00708092984698283,0.0117908610901584,0.009173083361232,0.00995367472142231,0.00639596860160868,0.000702952400080337,0.000388450084164185,0.000268786238144607,0.000913128294525381,0,0.00101317122593718,0,0.00218272528843156,0,0,0.000911977301898264,0.000218471789830138,0.0141733723482078,0.00852878464818763,0.00131734035914858,0,0.00695811999474859,0,0.00014577790735814,0,0
"Seq180",0.000165453342157512,0.0159151193633952,0.0140306696047129,0.00842340663436452,0.00166423965050967,0.000942951438000943,0.00409253680441085,0.0052947052947053,0.0156446801458402,0.0132333748140954,0,0.00222934373693744,0,0.00118779438869547,0.00220311278516097,0.00550845169303883,0,0,0.000469621367772234,0.00590108257270219,0,0,0.000813549293691295,0,0,0,0.00391735156310008,0.00976838755304102,0.0118981737686774,0.00611457911668833,0.00202770152233591,0.00389354783501626,0,0.00237053245805981,0,0.00651647737851424,0.0144717800289436,0,0.00212539851222104,0.00280770981939596,0.000829167752481581,0,0,0,0,0,0.00261096605744125,0,0.000767960680413163,0.000954634126094716,0,0,0,0.0038457540796175,0,0,0.000574207930824833,0.00688186137964935,0,0,0.00762670734243916,0.0204476969436074,0.0127346724432191,0.0114095408430726,0.00295200262400233,0.0140616786402663,0.0141602364143819
"Seq185",0,0,0.000494671043755902,0.000969064480059635,0,0.000404122044857547,0,0.0004995004995005,0,0.000667739096124078,0.000844193531367066,0.00153267381914449,0.000379314704766721,0,0,0,0.000580965458962713,0.000275197798417613,0,0.000721715134790915,0,0,0,0,0,0,0.000614486519701974,0.000707213578500707,0,0.00121439376185099,0.00106064387322186,0,0,0,0,0,0,0,0,0.00197298527849446,0.000663334201985264,0,0,0,0,0,0,0,0.000499174442268556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00033920256560486,0.000728889536790699,0.000657087786928334,0.000615662452799212
"Seq187",0.00128226340172071,0.0030946065428824,0.00818455726941584,0.00409988818486769,0.00124817973788225,0.0182528456927325,0.00892400386517365,0.0123876123876124,0.0113357640039775,0.0115033235195921,0.00759774178230359,0.00905670893130835,0.00703839507733805,0.00126971124308827,0.00952313268424419,0.0100448236755414,0.00660188021548537,0.00990712074303406,0,0.0120993419656124,0.000194489465153971,0.00292667898952557,0.000369795133496043,0.000763941940412529,0,0.00161439114391144,0.0149781089177356,0.00442008486562942,0.00830105146651909,0.00600805334810491,0.00396181682056401,0.00693137087112785,0,0.00711159737417943,0,0.00875069819400484,0.0144717800289436,0.00657254138266797,0.00690754516471838,0.0124449840643497,0.0121058491862311,0.000172705606023972,0.00115129620072254,0.00361566789420824,0.00425691749092275,0.000129211486901186,0.00150632657160072,0.00276231170961198,0.004492569980417,0.00278089071514548,0.00686529067464683,0.00625782227784731,0.00484891792568395,0.00257769462633822,0.0360135900339751,0,0.00428967101263257,0.00562564858812606,0.00475493782004389,0,0.0214241142619427,0.00400344382264313,0.00321648943153472,0.00203521539362916,0.00918400816356281,0.00841072367268267,0.00935806928254802
"Seq188",0,0,0.000944371992624904,0,0,0,0,0,0,0,0.000105524191420883,0,0,0.000245750563178374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00166021029330382,0,0,0,0,0,0,0.00130329547570285,0,0,0,0,0,0.000414493454457532,0.000277899082933026,0.00187479075995983,0.00344309502942281,0.000613754562780631,0.0085358505724041,0.0102723466701196,0.00107514495257843,0.0075955671771884,0.0176913259692822,0.0134692174742237,0.0128623928133932,0.0022243010082112,0.00792751981879955,0.00532923855116972,0.00952509626427076,0.00939428696269594,0,0,0,0,0,0,0,0,0
"Seq189",0.00136499007279947,0,0.000179880379547601,0.000969064480059635,0.01289785729145,0,0,0,0,0,0,0,0.000295022548151894,0.00298996518533688,0,0,0,0,0.00695626651012621,0.000254722988749735,0.00149108589951378,0.00215650030807147,0.00362399230826122,0.0035650623885918,0.00150062781367715,0.000691881918819188,0,0,0,0,9.35862241078113e-05,0,0,0.00218818380743982,0.00927459423650215,0,0,0,0.0026567481402763,0.00106237668842009,0,0.000794445787710269,0.000555798165866053,0,0,0.00071066317795652,0.000803374171520386,0.000431611204626872,0,0,0.000264049641332571,0,0,0,0.00169875424688562,0,0,0,0.00329188002926116,0,0,0,0.000656426414598923,0,0,0,0
"Seq192",0,0,0.000134910284660701,0,0,0,0,0,0,0.00382432391416517,0.00142457658418192,0.00148622915795829,0.000210730391537067,0,0,0,0,0,8.80540064572938e-05,0.00471237529187009,0,0,0,0,0.000826876550393532,0,0.0024579460788079,0.00344766619519095,0,0.00306794213520251,0.00542800099825306,0.017756289577272,0,0.00638220277169949,0,0.0107987339415379,0,0.000925024342745862,0,0.0113067233267567,0.00303238492336121,0,0,0,0,0,0,0.000215805602313436,0.00253427024536344,0.000622587473540032,0.000220041367777142,0.000595983074080696,0,0.000519696497245609,0,0,0,0,0,0,0,0.000817907877744296,0,0,0.00043733372207442,0.00100753460662344,0.000369397471679527
"Seq193",0.000124090006618134,0.000589448865310934,0,0,0,0,0,0,0,0,0,0,0.000168584313229654,0,0,0,0,0,0.00102729674200176,0.000212269157291446,0,0,0,0,0.00349125654610602,0,0,0,0,0.000149136076016788,0.00021836785625156,0.000213931199726168,0,0,0,0,0,0,0,0.00250417362270451,0.000213214564923835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00243880408273869,0,0,0,0,0,0,0,0,0,0,0.000205220817599737
"Seq195",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000275197798417613,0,0.000297176820208024,0,0,0,0,0.000735001378127584,0,0.000307243259850987,0,0,0.000149136076016788,0.000187172448215623,0,0,0,0,0,0,0,0,0,4.73810144275189e-05,0,0,0,0.000125203455615375,0,0,0,0.000307184272165265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000123346387492676,0.000109333430518605,0,0.000205220817599737
"Seq197",0,0,0,0,0,0.000134707348285849,0,0,0,0,0,0,0,0,0.000142136308720063,0,0.000158445125171649,0,0,0,0,0,0,0,0.00101062689492543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00212475337684019,0.000189524057710076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seq199",0,0,0.000314790664208301,0.000447260529258293,0,0,0,0,0,0,0,0.000464446611861966,0.000295022548151894,0,0,0,0,0,0,0,0,0,0,0,0.000735001378127584,0,0,0,0,0.00068176491893389,0.000499126528574994,0,0,0,0,0,0,0,0,0,0.00111345383904669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seq205",0,0,0.00912892926204074,0.00126723816623183,0,0.00269414696571698,0.00352412891490934,0.0054945054945055,0.00490553529996685,0.00282271526997906,0.00242705640268031,0.00246156704286842,0.00096935980107051,0,0.00220311278516097,0.00243019927634066,0.00195415654378367,0.00206398348813209,0,0.00297176820208024,0,0,0,0,0,0,0.00337967585836086,0.00472949080622348,0,0.00127830922300104,0.00118542550536561,0.00273831935649495,0,0,0,0.00353751629119345,0,0.00175267770204479,0,0.00349066626195174,0.00184785956267324,0.00214154951469725,0.00488308388582318,0.00890525610980917,0.0143357956679604,0,0.000903795942960434,0,0.00364781323196252,0.00170173909434276,0,0.0331962572262948,0.0572172315230706,0.003076603263694,0,0,0.00114841586164967,0.00125621279152329,0,0,0.00409068848367191,0.00202324580284115,0.00183799396087699,0.00157266644053162,0.0022960020408907,0.00319782722971789,0.00311935642751601
"Seq207",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000277899082933026,0.000736524941412789,0.00187805183423062,0,0,0,0,0,0,0.00238393229632278,0.00193956717027358,0.000540484357135433,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seq210",0,0,0.000224850474434501,0,0,0,0,0,0,0.000212462439675843,0.000211048382841766,0,8.4292156614827e-05,0,0,0.000162013285089377,0,0.000343997248022016,0,0.000127361494374867,0,0,0,0,0.000551251033595688,0,0,0,0,0.000191746383450157,0.000343149488395308,0,0,0.000729394602479942,0,0,0,0.000292112950340798,0,0,0.000592262680343986,0,0,0,0.00025040691123075,0,0,0,0.000153592136082633,0.000373552484124019,0,0.000178794922224209,0,0,0,0,0,0,0,0,0,0,0,9.25097906195072e-05,0,0.000175223409847556,0
"Seq215",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00333889816360601,0,0,0,0.00508871777703381,0.00813822461499937,0,0,0,0,0,0,0.00280112044817927,0.00260310330747244,0.0814884107681114,0,0,0,0.00147468458135343,0,0,0,0,0,0,0,0,0
"Seq217",0,0.0153256704980843,0.00566623195574943,0.00119269474468878,0,0.00976628275072405,0.00733246177456943,0.0046953046953047,0.00477295326483261,0.000940905089993019,0.000685907244235741,0.000464446611861966,0.000632191174611202,0,0,0,0,0.00178878568971448,0,0.000849076629165782,0,0,0,0,0,0.00222939729397294,0.00276518933865888,0.000707213578500707,0,4.26103074333681e-05,0,0,0,0,0,0.0014894805436604,0,0,0,0.00151768098345728,0.00042642912984767,0.000345411212047943,0.00277899082933026,0.00649481084700368,0.0122699386503067,0,0,0,0.000307184272165265,0.00576931058813763,0,0.00661541212229573,0.00816659861167824,0.0135536846481655,0,0,0.00202661622644059,0.00497023321863564,0.00420629114850037,0,0.00429868959301116,0,0,0,0,0,0
"Seq220",0,0,0.0114224041012727,0.00700708162504659,0,0.0174446016030174,0.0112544762121298,0.0185814185814186,0.0162412993039443,0.00710231584059247,0.0059621168152799,0.0115182759741768,0.00379314704766721,0,0.00831497406012366,0.00810066425446887,0.00702440054927643,0.0043343653250774,0,0.0109530885162386,0,0,0,0,0,0,0.0103694600199708,0.014276874115983,0,0.00406928435988666,0.00611429997504367,0.00847167550915626,0,0.00455871626549964,0,0.00651647737851424,0.00578871201157742,0.00180136319376826,0,0.00994081044164517,0.00897870223401483,0,0,0.00174087713424841,0.00237886565669212,0,0.00200843542880096,0,0.0113658180701148,0,0,0.00172835091483402,0.00102082482645978,0.00413678411807504,0,0,0.00297237046544619,0.00333169479490961,0.000274323335771763,0,0.00852804548290924,0.00447696943607404,0.000722069056058816,0.00573560701840945,0.0107146761908233,0.007490800770983,0.0104252175340667
"Seq221",0,0.00324196875921014,0.0010343121823987,0,0,0,0.000454726311601205,0,0.00132582035134239,0.0016693477403102,0.00221600801983855,0.000882448562537736,0.000674337252918616,0,0.00156349939592069,0,0.000686595542410479,0.00103199174406605,0,0.00127361494374867,0,0,0,0,0.000306250574219827,0,0.000921729779552961,0,0,0.000958731917250783,0.00112303468929374,0.000898511038849906,0,0.00200583515681984,0,0.00465462669893874,0,0.00209347614410906,0,0.00910608590074366,0.00582786477458482,0,0,0,0.00118943282834606,0,0,0,0.00226548400721883,0,0,0.0019667441444663,0,0,0,0,0.00185773154090387,0,0,0,0.00110933924980933,0,0,0,0,0.000525670229542667,0
"Seq228",0.000289543348775645,0.00810492189802535,0.00139407294149391,0.00842340663436452,0,0.00101030511214387,0.00136417893480362,0.0020979020979021,0.00192243950944647,0.00330834370352384,0.00327124993404738,0.00222934373693744,0.00206515783706326,0,0.00142136308720063,0.00178214613598315,0.00132037604309707,0.0043343653250774,0.000117405341943058,0.0023349607302059,0,0.00138632162661738,0.000295836106796835,0.0017825311942959,0.000214375401953879,0.00238314883148831,0.00268837852369614,0.00106082036775106,0.00166021029330382,0.00191746383450157,0.00177813825804842,0.00119801471846654,0,0.00419401896425966,0,0.0044684416309812,0.00723589001447178,0.00569620253164557,0.00425079702444208,0.0138108969494612,0.00521191158702708,0.000310870090843149,0.000635197903846917,0.000669568128557081,0.0015024414673845,0.000742966049681817,0.00230970074312111,0.00328024515516423,0.00460776408247898,0.00867471879799112,0.000968182018219425,0.00452947136301329,0.00546141282155982,0.0056335100301424,0.0125707814269536,0.000487760816547737,0.00290481659123151,0.00251242558304659,0.00466349670811997,0,0.00346668515565416,0.00116229014205768,0.00216620716817645,0.000524222146843874,0.000801778490469769,0.000657087786928334,0.000615662452799212
"Seq234",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0063700119437724,0.000461254612546125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000484543075879446,0,0.00077690016832837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seq235",0,0.00117889773062187,0.000674551423303503,0.00872158032053671,0,0.00323297635886038,0.00386517364861024,0.0020979020979021,0.00291680477295327,0.00628281785898564,0.00548725795388593,0.00510891273048163,0.00273949508998188,0,0.00504583895956222,0.00664254468866447,0.00301045737826133,0.00584795321637427,0,0.00556145192103587,0,0,0,0,9.1875172265948e-05,0,0.00614486519701974,0.00128182461103253,0.00387382401770891,0.0093529624816243,0.0066446219116546,0.0047064863939757,0.00561797752808989,0.0162290299051787,0,0.0249487991063117,0.0130246020260492,0.0139727361246349,0.00318809776833156,0.0265594172105024,0.0269361067020445,0,0.000198499344952162,0.000669568128557081,0.00118943282834606,0,0.00120506125728058,0,0.00618208347732596,0.000332046652554684,0,0.00131116276297753,0.000663536137198857,0,0,0,0,0,0.00118873445501097,0,0.00263468071829716,0.00370210934136892,0.0017067086779572,0.00225107157174134,0.00349866977659536,0.00411775013141756,0.00472007880479396
"Seq241",0,0,0,0.00969064480059635,0,0,0,0,0,0.00506874677512368,0.00606764100670079,0,0.0040460235175117,0,0,0,0,0.0101135190918473,0,0,0,0,0,0,0.00465500872814137,0.00515067650676507,0,0,0,0,0,0,0,0.0140408460977389,0,0.0163842859802644,0,0,0,0.0152526938837456,0.00585155528179858,0,0.0040493866370241,0.00857047204553063,0.0128959559283836,0,0,0,0,0.00614286307226165,0,0.00464866797782943,0,0.0159650763953851,0,0,0.0202661622644059,0.00507946911355071,0.0227688368690563,0,0,0,0,0,0,0,0
"Seq244",0,0.00103153551429413,0.00229347483923191,0.00178904211703317,0,0,0,0.002997002997003,0.00198873052701359,0.00176040307159984,0.0006331451485253,0.000928893223723933,0,0,0.000852817852320375,0.000648053140357509,0,0,0,0.00755678199957546,0,0,0,0,0,0,0,0.00556930693069307,0.003043718871057,0.00213051537166841,0.00149737958572498,0,0,0,0,0.0026065909514057,0,0.000438169425511198,0,0,0.000663334201985264,0,0,0,0,0,0,0,0.00061436854433053,0,0,0,0.000102082482645978,0.0023074524477705,0,0.017414867672297,0.00043910018239546,0,0,0,0.00187200998405325,0.00099009900990099,0.000918996980438493,0,0.000692445059951164,0.000963728754161556,0.00357084222623543
"Seq249",0.000165453342157512,0.0104627173592691,0.0010343121823987,0.00462169213566903,0,0.003569744729575,0.00261467629170693,0.0033966033966034,0.00212131256214783,0.00406713813093757,0.00216324592412811,0.00204356509219265,0.00480465292704514,0,0.00504583895956222,0.00680455797375385,0.00200697158550755,0.00598555211558308,0,0.00208023774145617,0,0,0,0.000381970970206264,0.000214375401953879,0.000230627306273063,0.00376372993317459,0.000795615275813296,0.00996126175982291,0.00174702260476809,0.00171574744197654,0.00239602943693308,0,0.00364697301239971,0,0.0026065909514057,0.00868306801736614,0.00126582278481013,0.00743889479277365,0.0081954773106693,0.0042642912984767,0,0.000277899082933026,0.00120522263140275,0.00131463628396144,0,0.00110463948584053,0,0.00249587221134278,0.00211679741003611,0,0.00125156445556946,0.000765618619844835,0,0,0,0.000844423427683578,0.000163853842372604,0.00484637893196781,0,0.0143520765444082,0.00391734825656479,0.0025600630169358,0.00333035246230226,0.00411822588286745,0.003548274049413,0.00426859300607454
"Seq253",0,0.00795755968169761,0.00971354049557045,0.00521803950801342,0,0.00788037987472217,0.00613880520661627,0.010989010989011,0.0101425256877693,0.00913588490606125,0.00833641112224978,0.00817426036877061,0.00362456273443756,0.000368625844767561,0.00469049818776206,0.00702057568720635,0.00380268300411957,0.00605435156518748,0,0.00980683506686478,0,0.00138632162661738,0,0.00165520753756048,0,0.00130688806888069,0.00829556801597665,0.00658592644978784,0.00664084117321527,0.0072224471099559,0.00399301222859995,0.00701694335101831,0,0.012399708242159,0,0.0193632470675852,0.0115774240231548,0.0113437195715677,0.00371944739638682,0.044012748520261,0.0200421691028405,0.000276328969638354,0.00107189646274167,0.00502176096417811,0.00588456241392262,0,0.0029122313717614,0,0.00771800483815229,0.00473166479890425,0.000528099282665141,0.00417188151856487,0.00592078399346672,0.0103939299449122,0.000453001132502831,0,0.00273593190569479,0.00453328963897537,0.00667520117044623,0,0.00908271510781391,0.00301334481274214,0.0025600630169358,0.00222023497486817,0.0044826706512628,0.00297879796740845,0.00488425545887375
"Seq255",0,0,0,0,0,0.000404122044857547,0.000568407889501506,0.000699300699300699,0,0.000333869548062039,0.000474858861393975,0.000603780595420556,0.000632191174611202,0,0.00056854523488025,0.000432035426905006,0.000316890250343298,0.000275197798417613,0,0.000721715134790915,0,0,0,0,0.000214375401953879,0,0.00130578385436669,0.000618811881188119,0.00276701715550636,0.000703070072650574,0.000779885200898428,0.000342289919561869,0,0,0,0.00130329547570285,0,0,0,0,0.000355357608206392,0,0,0,0,0,0,0,0.000268786238144607,0,0,0,0,0,0,0,0,0,0,0,0.000693337031130833,0.000258286698235041,0,0.000740078324956058,0.000656000583111629,0.000569476082004556,0.000451485798719422
"Seq257",0,0,0,0,0,0,0,0,0,0.000151758885482745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024806296511806,0,0,0.000221004243281471,0,0,0,0,0,0,0,0,0,0,0,0,0.000213214564923835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000277529371858522,0,0.000525670229542667,0
"Seq258",0,0.00368405540819334,0.00638575347393983,0.0282519567648155,0,0.00377180575200377,0.00233047234695618,0.00999000999000999,0.0100762346702022,0.00476522900415819,0.00110800400991927,0,0,0,0.000426408926160188,0.00270022141815629,0,0.0088063295493636,0.000498972703257998,0.00530672893228614,0,0,0,0.00089126559714795,0,0,0.00253475689377064,0.00243104667609618,0.00525733259546209,0.0102690840914417,0.0052096331420015,0.00419305151463289,0,0,0,0.00595792217464159,0,0.000389483933787731,0,0.00129002883593869,0.000615953187557746,0,0,0,0,0,0.00331391845752159,8.63222409253744e-05,0.00111354298659909,0.000332046652554684,0,0,0.000255206206614945,0.0032429061428126,0.000906002265005663,0.000252913015987716,0,0.000819269211863018,0.00201170446232626,0,0.00485335921791583,0.0306500215238915,0.00301956150715505,0.011132011471214,0.0053208936185721,0.00902400560714912,0.00554096207519291
"Seq260",0,0,0,0,0,0.000202061022428773,0,0,0,0.000333869548062039,0,0.000325112628303377,0.000337168626459308,0,0,0,0,0.000343997248022016,0,0,0,0,0,0,0.000398125746485775,0,0,0,0,0.000532628842917102,0.000405540304467182,0,0,0,0,0.0003723701359151,0,0.000292112950340798,0,0,0.000758096230840302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000346668515565416,0.000215238915195867,0,0.000308365968731691,0.00029155581471628,0.000438058524618889,0.00032835330815958
"Seq265",0,0,0.000269820569321401,0.000596347372344391,0,0,0,0,0.000662910175671197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00166021029330382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000270215496858745,0,0,0,0,0,0,0,0,0.000613281934466445,0
