"","STN002.200.fil.dura.r1","STN002.200.fil.dura.r2","STN002.517.fil.dura.r1","STN002.517.fil.dura.r2","STN004.30.fil.dura.r1","STN004.30.fil.dura.r2","STN004.300.fil.dura.r1","STN004.300.fil.dura.r2","STN004.555.fil.dura.r1","STN004.555.fil.dura.r2","STN012.30.fil.dura.r1","STN012.30.fil.dura.r2","STN012.300.fil.dura.r1","STN012.300.fil.dura.r2","STN012.730.fil.dura.r1","STN012.730.fil.dura.r2","STN014.300.fil.dura.r1","STN014.300.fil.dura.r2","STN014.40.fil.dura.r1","STN014.40.fil.dura.r2","STN014.460.fil.dura.r1","STN014.460.fil.dura.r2","STN014.580.fil.dura.r1","STN014.580.fil.dura.r2","STN014.700.fil.dura.r1","STN014.700.fil.dura.r2","STN014.860.fil.dura.r1","STN014.860.fil.dura.r2","STN056a.100.fil.dura.r1","STN056a.100.fil.dura.r2","STN056a.310.fil.dura.r1","STN056a.310.fil.dura.r2","STN056b.30.fil.dura.r1","STN056b.30.fil.dura.r2","STN056b.350.fil.dura.r1","STN056b.350.fil.dura.r2","STN056b.390.fil.dura.r1","STN056b.390.fil.dura.r2","STN056b.410.fil.dura.r1","STN056b.410.fil.dura.r2","STN056b.90.fil.dura.r1","STN056b.90.fil.dura.r2","STN068.257.fil.dura.r1","STN068.257.fil.dura.r2","STN068.30.fil.dura.r1","STN068.30.fil.dura.r2","STN068.90.fil.dura.r1","STN068.90.fil.dura.r2","STN078.300.fil.dura.r1","STN078.300.fil.dura.r2","STN078.440.fil.dura.r1","STN078.440.fil.dura.r2","STN089.300.fil.dura.r1","STN089.300.fil.dura.r2","STN089.500.fil.dura.r1","STN089.500.fil.dura.r2","STN106.200.fil.dura.r1","STN106.200.fil.dura.r2","STN106.318.fil.dura.r1","STN106.318.fil.dura.r2","STN115.300.fil.dura.r1","STN115.300.fil.dura.r2","STN115.35.fil.dura.r1","STN115.35.fil.dura.r2","STN115.730.fil.dura.r1","STN115.730.fil.dura.r2","STN12.3.300.fil.poly.S.r1","STN12.3.732.fil.poly.S.r1","STN132.100.fil.steri.r2","STN132.200.fil.dura.r2","STN132.200.fil.steri.r1","STN132.30.fil.steri.r1","STN132.30.fil.steri.r2","STN132.305.fil.dura.r1","STN132.305.fil.dura.r2","STN132.505.fil.dura.r1","STN132.505.fil.dura.r2","STN146.201.fil.steri.r1","STN146.201.fil.steri.r2","STN146.250.fil.poly.S.r1","STN146.268.fil.steri.r1","STN146.268.fil.steri.r2","STN146.30.fil.steri.r1","STN146.30.fil.steri.r2","STN151.2.500.fil.poly.S.r1","STN151.2.600.fil.poly.S.r1","STN151.2.673.fil.poly.S.r1","STN153.300.fil.poly.L.r1","STN153.548.fil.poly.L.r1","STN174.280.fil.poly.S.r1","STN174.550.fil.poly.S.r1","STN174.620.fil.poly.S.r1","STN181.340.fil.poly.S.r1","STN181.757.fil.poly.S.r1","STN20.25.fil.dura.r1","STN20.25.fil.dura.r2","STN20.499.fil.dura.r1","STN20.499.fil.dura.r2","STN22.250.fil.dura.r1","STN22.250.fil.dura.r2","STN22.325.fil.dura.r1","STN22.325.fil.dura.r2","STN22.465.fil.dura.r1","STN22.465.fil.dura.r2","STN22.610.fil.dura.r1","STN22.610.fil.dura.r2"
"Seq253",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000138937130948246,0,0,8.25286787158538e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.00021654395842356,0,0,0,0,0.000195175267390116,0,0,0,0,0,0,0,0,0.00785353664133816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000174851922278321,0,0,0,0,0,0.000116079979105604,0,0,0,0,8.67716603757213e-05,0.000464037122969838,0,0.00024823135161971,0.000235404896421846,0,0,0,0,0,0,0,0,0.000177038151721696,0,0.000148323939483833,0,0,0,0,5.85000585000585e-05,0,0,0,0,0,0,0.00022995554192856,0,0,0,0,0,0
"Seq255",0.000610852818407032,0.000718419477150269,0.000621890547263682,0.00085812356979405,0,0,0.000669792364367046,0.000713089849321014,0.000398002749837181,0.000432454010179302,0,0,0.000544434207220035,0.000913612831184651,0.0018061827023272,0.00230936625660612,0.000686394142769982,0.00103160848394817,0,0,0.00330127745083967,0.00325127728750581,0.00152855115187248,0.0027974726281773,0.00240192153722978,0.00212358212047444,0.00179831235302255,0.0018436784177887,0.00200885723416884,0.00161021335326931,0.00308575140753573,0.00199313475805559,0.000282955469882927,0.000424043252411746,0.00276854928017719,0.00222499804824733,0.00232974910394265,0.00256258624088311,0.00335514175473914,0.00303920053572348,0.00165942315290399,0.00168227698463217,0.00393376635257525,0.00287880241819403,0.000356978938242644,0,0.000587867876694713,0.000926024860205862,0.000875103310807526,0.000433035821685472,0.00278987479586282,0.00269752871562826,0.00320878881818676,0.00324558240173098,0.00275077069006403,0.00265740859800266,0.00125308217793767,0.00092230664499978,0.00177691624262984,0.00269155632732798,0.00144052471879119,0.00170480624221363,0,0,0.00158458779867395,0.000542274842966243,0.000735113942661112,0.00124785977538524,0.00244569964479124,0.00197861214490978,0.0025281143753814,0.00189296162450525,0.00351425224521671,0.00176334106728538,0,0.00276157378676927,0.00326203927898843,0.00111234705228031,0.000839574167982,0.000758816246655218,0.000274733660978662,0,0,0,0.00253468516542156,0.00283261042754714,0,0,0,0,0.000711617149973314,0.00030811365970558,0,0,0,0,0.0023324780913665,0.0019551466359977,0.0023309053069719,0.00333435535796413,0.00216388588349183,0.00331308669243512,0.00274816394219379,0.00241337700396483,0.00366902834008097,0.00365813102760226
"Seq257",0.00342756303661723,0.00283376571542606,0.000967385295743505,0.00123951182303585,0.000222172850477672,0,0.00450249311602292,0.00477460159980157,0.00050654895433823,0.000432454010179302,0,0,0.00657509004104196,0.00524481440124522,0,0,0.00297437461866992,0.00280597507633903,0.000272042220952692,0.000153346009936821,0.00636333189799531,0.00499303297724106,0.00480401790588492,0.00327979549510442,9.41930014599915e-05,0,0,0.00385496396446729,0.00328722092863991,0.00201276669158664,0.00568427890861845,0.00597940427416676,0,0.000344535142584544,0.00437934158864391,0.00526973221953314,0.00561529271206691,0.00433668440764833,0.00419392719342392,0,0.00434610825760569,0.00213694643993817,0.00407099076022322,0.00427022358698781,0,0,0.00202079582613808,0.00146026997186309,0.0040351985998347,0.00271850265835879,0.00449101796407186,0.00583014270797076,0.00369826507858813,0.00365771984956983,0.00241878112402182,0,0.00282954040179474,0.0025473231147613,0.00524997980776997,0.00290861732146733,0.00303429674809207,0.00371560334841431,0,0,0.00283557816604812,0,0.00465572163685371,0.00185727966568966,0.000989926046701217,0.00334479672115702,0.0047075233196757,0,0,0.00677494199535963,0.00460358056265985,0.00620578379049274,0.0051789077212806,0,0.00194781206971824,0.00203682255681137,0.0007326230959431,0.000556242274412855,0,0,0.00406883671291355,0.0034965034965035,0.000774675164618472,0.000953511039538924,0,0.00178697865740585,0.00167230030243729,0,0.00181350181350181,0,0.000578985860555826,0,0.0028656159408217,0.00398696568909335,0.00199791883454735,0.00348765905258317,0.00694721257331587,0.00591622623649128,0.00535418147358446,0.00406826409239786,0.00632591093117409,0.00545394080478883
"Seq258",0,0.00199560965875075,0.00148562741846324,0.00128718535469108,8.33148189291269e-05,0.00020017157563626,0.00141400610255265,0.00111614063371985,0,0,0.000146580282020463,0,0.00121450707764469,0.00128582546611173,0.00093782563390066,0.000888217791002354,0.000343197071384991,0,0.000190429554666884,0.000184015211924186,0.000143533802210421,0,0.00136477781417185,0.00091641344716153,0.00508642207883954,0.00481690578546641,0.000922211463088486,0.000782166601486116,0.00105008446331553,0.000977629535913508,0.00048722390645301,0,0,0.000106010813102936,0,0.000273245374346163,0,0,0,0,0,0,0.00224133199158357,0.0032626427406199,0.00254984955887603,0.000325475426605291,0,0,0,0,0,0,0.000489476260401371,0.000618206171758281,0.000426843727768556,0.000685782864000686,0.000202110028699624,0.00030743554833326,0.00379613924561829,0.00173648795311483,0.000183896772611641,0.000480842786265382,0,0.000908550861376105,0.000291897752387307,0.000406706132224683,0.000653434615698767,0.00060941989030442,0.0061142491119781,0,0,0.000963689554293581,0,0,0,0.000496462703239419,0.000706214689265537,0,0,0,0.00167892792820294,0.00142150803461063,0,0,0.00200106723585912,0.00022129768965212,0.00362688827071376,0,0,0,0,0,0,0,0.000548512920526572,0.000464252553389044,0.00069974342740995,0.000805060379528465,0.00374609781477627,0.00459911083857121,0.0016513865952964,0,0.00255863539445629,0.00286157559041545,0.00151821862348178,0.00152976388427004
"Seq260",0.00111989683374622,0.000997804829375374,0,0,0,0,0.00130237404182481,0.000837105475289887,0.000361820681670164,0,0,0,0.000335036435212329,0.000676750245321964,0,0.00328640582670871,0.00297437461866992,0.00301229677312866,0,0,0.00511937227883833,0.00563167673014398,0.00649634239545802,0.00467853180919307,0.00687608910657938,0.00523126327238825,0.00424217273020704,0.00446952343706352,0.00388074692964434,0,0.00508878302295366,0.00415236407928247,0.000212216602412195,0,0.00372495721332931,0.00683113435865407,0.00537634408602151,0.00558512385833498,0.00503271263210871,0.00273012929480245,0.0018569735282497,0.00286441756842775,0.00283597109139146,0.005949524997601,0,0,0.0013227027225631,0.00103287388253731,0.00204190772521756,0.00238169701927009,0.00483124659771366,0.00600417681865646,0.00505792135748083,0.00530626964092525,0.00749347877638131,0.00535767862500536,0.00323376045919399,0.0040845008564276,0.00452305952669413,0.00507922726286086,0.00272780212707267,0.00275391777588355,0,0,0.00254368041366081,0.00198834109087623,0.0024095401453892,0.00342435938361531,0.00256216153263844,0.00325057709520893,0.00706128497951356,0.000826019617965927,0.00147511822638726,0.00696055684454756,0.0071611253196931,0.00682636216954201,0.00564971751412429,0.00209634636775905,0.00164556536924472,0.00267582571188945,0,0.000679851668726823,0,0,0.00420224119530416,0.00287686996547756,0,0.000190702207907785,0.00650239561943874,0,0.0011385874399573,0.000547757617254365,8.77500877500877e-05,0.000817783064456174,0,0,0.004664956182733,0,0.00378772112382934,0.00413919975471409,0.00404304994020842,0.00544292813757198,0.00511727078891258,0.00427512497845199,0.00607287449392713,0.00678417026937147
"Seq265",0,0,0.00466417910447761,0.00557780320366133,0,0,0.000186053434546402,0,0,0,0,0,0,0,0.00118096561306009,0,0,0,0,0,0.00717669011052103,0.00226428239665583,0.00223823561524184,0.00231514976125018,0.0056044835868695,0.0056456207593101,0,0.00608972568299905,0.00150664292562663,0.00224279717062511,0.00687527067994803,0.00315579670025468,0,0.00111311353758083,0.00624182019530857,0.0056991178077914,0.0004778972520908,0,0.00201308505284348,0.00298768866223665,0.00122481232714342,0,0.00301893696825542,0.0029747624988005,0.000509969911775205,0,0.00404159165227615,0,0,0.00165997064979431,0.00278987479586282,0.00278454577097111,0.0107140914776744,0.00216372160115399,0.00360445814560114,0.0054005400540054,0.00113181616071789,0,0,0,0.000214546234713581,0.00316919109129456,0,0,0.00137608940411159,0.0034795969090334,0,0.00365651934182652,0,0,0.00793304855723128,0.000757184649802099,0.00134496073582368,0.00213457076566125,0,0.00558520541144347,0.00107613666935701,0,0,0,0.00177050581519582,0.0015451174289246,0,0,0.00280149413020277,0.00624059484818979,0.0106693897672453,0,0.00299452429842574,0,0,0.00239643957548785,0,0,0,0,0.00709739762087235,0.00605712095073797,0,0.00145638509888088,0.0111041512442344,0.0079671846651416,0.00848140251125326,0.00634373383899328,0,0.00399068839374792
"Seq272",0,0,0,0,0,0,0,0,0.000108546204501049,0,0,0,0,0,0.000347342827370615,0.000488519785051295,0,0,0,0,0,0,0.000327546675401245,0,0.000235482503649979,0.000517946858652302,0,0.000335214257779764,0,0,0,0,0,0,0.000151011778918756,0.000156140213912093,0.00041816009557945,0,0.000279595146228261,0.000360583114407871,0.000158040300276571,0,0.000411673222943921,0,0.00673160283543271,0,0,0,0,0,0.000408274360370169,0,0,0,0,0,8.08440114798496e-05,0.000131758092142826,0,0,9.19483863058203e-05,0,0,0,0,0,0,0.000145099973882005,0,0,0,0,0,0,0,0,0.000168146354587033,0,0,0,0,0,0,0,0,0.000309816765512968,0.000422550089791894,0,0,0,0,0,0,0,0,0,0.00049981673386425,0.000498370711136669,0,0,0.000284721826775241,0,0.000284292821606254,0.000448198586450612,0,0
"Seq283",0,0,0,0,0,0,0,0,0,9.97970792721466e-05,0,0,0,0,0.000590482806530045,0.000399698005951059,0,0,0,0,0,0,0.000327546675401245,0.000578787440312545,0.000565158008759949,0.00113948308903507,0.000414995158389819,0.000223476171853176,0.000273935077386659,0.000575076197596181,0.00086617583369424,0.000609013398294762,0,0,0.000755058894593778,0.000624560855648372,0.0003584229390681,0.000328536697549116,0.000503271263210871,0.000772678102302581,0.000118530225207428,0.000181867782122397,0.000594639099807886,0.000383840322425871,0.00203987964710082,0,0.000146966969173678,0,0,0,0.000408274360370169,0.000522102332057083,0.000271931255778539,0.000463654628818711,0.000284562485179037,0.000385752861000386,0,0,0,0.000173648795311483,0,0.00015299543199353,0,0,0.000542095825862141,0.00045189570247187,0.000122518990443519,0.00127687977016164,0,0,0,0,0,0,0,0.000186173513714782,0,0.000213912894669291,0.00023508076703496,0.000359439274731419,0,0,0,0,0.000466915688367129,0.000840931220678056,0,0,0.000342231348391513,0,7.11617149973314e-05,0,0,0.000111515872425842,0,0,0.00029989004031855,0.000230017251293847,0,0.000268281465583321,0,0,0.000236910684671879,0.000172384071711774,0.000316295546558704,0.000399068839374792
"Seq285",0.000882342959921268,0.00135701456795051,0,0,0,0,0.00122795266800625,0.00108513672722763,0,0,0,0,0,0.00108280039251514,0.00177144841959014,0,0.000762660158633313,0.00127919452009573,0,0,0,0,0,0,0.00211934253284981,0,0.00142942776778715,0,0,0,0,0,0,0,0.000654384375314608,0.000936841283472558,0,0,0,0,0.000671671276175425,0,0,0,0.00244785557652099,0,0,0,0.00199329087461714,0.00141939519330238,0,0,0,0,0,0,0.000768018109058572,0.00061487109666652,0.00177691624262984,0.00164966355545908,0.00144052471879119,0.00142067186851135,0,0,0,0.00198834109087623,0,0.00130589976493804,0.000757002271006813,0.00230838083572808,0,0,0,0.00296983758700696,0.000895140664961637,0.00229614000248231,0.00242130750605327,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00177904287493329,0,0,0,0,0,0.0013994868548199,0,0,0,0,0,0,0,0,0
"Seq290",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00026693105552166,0,0,0,0.000287067604420841,0,0,0,0.000612254509489945,0.000362562801056612,0.000553326877853092,0,0,0,0.00037895192724123,0,0,0,0,0,0.00017921146953405,0,0,0,0,0,0,0.000239900201516169,0.00479371717068693,0,0,0,0,0,0,0,0.000326317506934247,0,0,0.000214307145000214,0.000242532034439549,0,0,0.000303885391795094,0.000306494621019401,0.000262277883417481,0,0,0,0,0,0,0,0.000235549064870212,0.000610234504402406,0,0,0.00037122969837587,0,0.000434404865334492,0.000403551251008878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000136939404313591,0,0,0,0,0.00049981673386425,0.000498370711136669,0,0,0,0,0,0,0.000126518218623482,0
"Seq291",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.32961759327206e-05,0,0,0,0.000116079979105604,0,0,0,0,0,0,0,0,0,0,0,0,6.1051924661925e-05,0,0,0,0,0,0.000176062537413289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seq298",0,0,0.000103648424543947,0,0,0,0.000260474808364962,9.30117194766541e-05,0,0,0,0,0,0.000236862585862687,0.000277874261896492,0.000488519785051295,0,0,0,0,0.000334912205157648,0.000348351137947051,0,0.000385858293541697,0.00032967550510997,0,0.000368884585235394,0,0,0,0,0,0,0,0,0.00011710516043407,0,0,0,0,0,0,0,0,0.000203987964710082,0,0,0,0,0,0.000204137180185084,0,0,0,0,0,0,0,0,0,0.000612989242038802,0.000524555766834962,0,0,0.000750594220424503,0.000677843553707804,0.000245037980887037,0.000783539858962825,0,0,0,0,0,0,0,0,0,0,0.00013433186687712,0.000639003155078078,0,0.000247218788627936,0,0,0,0,0,0.000190702207907785,0,0.000370882362857817,0.000284646859989326,0.00030811365970558,0.000351000351000351,0.000483235447178648,0,0,0.00056645896504615,0.000728387962430516,0,0,0,0,0,0,0,0
"Seq299",0.00145925951063902,0.000878068249850329,0.000207296849087894,0,0.00027771606309709,0.000142979696883043,0.00160005953709905,0.00198425001550195,0,0,0,0,0.00146578440405394,0.0019625757114337,0.000173671413685307,0.000222054447750588,0.00160158633312996,0.00165057357431708,0,0,0.00076551361178891,0.000696702275894101,0.000600502238235615,0.000578787440312545,0.000612254509489945,0.000414357486921842,0.000230552865772122,0,0.000730493539697758,0.00115015239519236,0,0,0.000212216602412195,0.000265027032757341,0,0.000897806229994535,0.000537634408602151,0.000657073395098232,0,0.000618142481842065,0.00102726195179771,0.000909338910611985,0.000320190284511939,0,0,0,0.000734834845868391,0.0011753392456459,0.00184744032281589,0.00163591310414512,0,0.000696136442742778,0.0013596562788927,0.000669723352738138,0.000521697889494902,0.000257168574000257,0.00117223816645782,0.00105406473714261,0.00177691624262984,0.0017799001519427,0.00183896772611641,0.00174851922278321,0,3.4944263899081e-05,0,0.000361516561977496,0.00147022788532222,0.00031921994254041,0,0.000659537381636595,0.00113329265103304,0.000206504904491482,0,0.00176334106728538,0.00191815856777494,0.00152041702867072,0.00184960990045736,0.00068452126294173,0.00036941263391208,0.000998442429809497,0.000793675020605025,0.000556242274412855,0,0,0.000933831376734258,0.00115074798619102,0.00109158773196239,0.00279696571598085,0,0.00350652415792845,0.000604874577477317,0.000342348510783978,0.0028957528957529,0,0,0.000249982144132562,0.0009996334677285,0.000920069005175388,0,0.000421585160202361,0.000455554922840385,0,0.000473821369343757,0.000275814514738838,0.000316295546558704,0
"Seq305",0.000305426409203516,0.000199560965875075,0.000587341072415699,0.000429061784897025,0,0,0,0,0,0,0,0,0,0,0.000382077110107676,0,0,0,5.44084441905384e-05,0,0,0,0,0,0.000141289502189987,0,0,0.000391083300743058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000182965876863965,0.000191920161212935,0.0039777653118466,0,0,0,0,0,0,0,0,0.000412137447838854,0,0,0.000242532034439549,0,0,0,0.000521040855732982,0.000196708412563111,0,0.000244609847293567,0,0,0,0,0.00209631398124964,0,0,0.000481844777146791,0.000780944943381492,0,0,0.000217202432667246,0.000336292709174065,0,0,0,0,0,0,0,0.00113393810032017,0.00022129768965212,0,0,0,0,0,0,0,0,0,0,0.0002665689247276,0,0.000582726326742976,0.000766518473095202,0,0,0,0,0,0.00066511473229132
"Seq307",0.00210404859673533,0.00219517062462582,0,0,0,0,0.00286522289201459,0.00489861722577045,0,0.000133062772362862,0,0,0.00209397772007706,0.00426352654552837,0.00093782563390066,0.000754985122352001,0.00259304453935326,0.00198068828918049,0,0.000306692019873643,0.00148318262284101,0.000986994890849977,0.00212905339010809,0.0012058071673178,0.00136579852116988,0.00124307246076553,0.00124498547516946,0.00111738085926588,0.00105008446331553,0.00132267525447122,0.00238198354265916,0.00132875650537039,0.000176847168676829,0.000291529736033075,0.00161079230846673,0.00109298149738465,0.0017921146953405,0.00243117156186346,0.00195716602359783,0.00149384433111832,0.00158040300276571,0.00140947531144858,0.00187540023785564,0.00230304193455522,0,0,0.000881801815042069,0,0.00262530993242258,0.00413789785166117,0.00163309744148067,0.00243647754959972,0.00168597378582694,0.00159703261037556,0.00194451031539009,0.00261454716900261,0.00359755851085331,0.00294259739118978,0.00161537840239076,0.00525287605817235,0.00223741073344163,0.00336589950385767,0,0,0.000833993578249447,0.000903791404943739,0.00204198317405865,0.000638439885080821,0.00104815699062482,0.00136618457624723,0.00392293609972975,0.00141111684735846,0.000867716603757213,0.00454756380510441,0.00664961636828645,0.00558520541144347,0.00760021522733387,0.000941216736544879,0.00077240823454344,0.000439314669116179,0.000946304832259837,0,0,0,0.00333511205976521,0.0011064884482606,0.000352125074826578,0.000783997965843116,0.00171115674195756,0.000944064196365353,0,0.000205409106470387,0.00122850122850123,0.000371719574752807,0,0,0.00149945020159275,0.00161012075905693,0.00133194588969823,0.00111145178598804,0.00130972040316611,0.00141989429675791,0.00194266761430941,0.00127564213066713,0.00208755060728745,0.00179580977718656
"Seq308",0,0,0,0.000238367658276125,0,0,0,0,0,0.000133062772362862,0,0,0,0,0.000104202848211184,0.000532930674601412,0.000190665039658328,8.25286787158538e-05,0,0,0.000430601406631262,0,0.000764275575936238,0.000627019727005257,0.000518061508029953,0.000466152172787072,0.000230552865772122,0.000391083300743058,0.00013696753869333,0.000230030479038473,0.00037895192724123,0.000830472815856494,0,0,0.000453035336756267,0.00124912171129674,0.000955794504181601,0.000657073395098232,0.000223676116982609,0.000566630608355226,0.000355590675622284,0.000909338910611985,0.0010520537919678,0.000575760483638806,0.00606864195012494,0,0.000183708711467098,0.000106849022331446,0,0,0.000272182906913446,0,0.000870180018491325,0.000978826438617279,0.00109082285985298,0.000728644293000729,0,0,0,0.000217060994139353,0,0,0,0,0,0,0.000245037980887037,0.000203139963434807,0.000698771327083212,0.000518207942714467,0.000871763577717723,0.00086043710204784,0,0,0.000383631713554987,0.000620578379049274,0.000907990314769976,0.000256695473603149,0.0003358296671928,0,0.000183155773985775,0,0,0,0.00140074706510139,0.000708152606886784,0.00415507588295363,0,0,0,0,0,0,0,0,0,0.0003998533870914,0.000651715545332567,0.000582726326742976,0.000689866625785681,0.00125277603781106,0.000709947148378954,0.000710732054015636,0.00110325805895535,0.000759109311740891,0.000864649151978716
"Seq314",0.000305426409203516,0.00023947315905009,0,0,0,0,0.000260474808364962,0.00062007812984436,0,0,0,0,0.000963229751235447,0.000236862585862687,0.000173671413685307,0.000222054447750588,0.000190665039658328,0.000288850375505488,0,0,0,0,0,0,9.41930014599915e-05,0.000310768115191381,0,0,0,0.000287538098798091,0.00016240796881767,0,0,0,0.000553709856035437,0.000195175267390116,0,0.000262829358039293,0.000615109321702175,0,0,0,0,0,0.00749655770309552,0,0,7.12326815542971e-05,0.000388934804803345,0.000601438641229822,0.000544365813826892,0,0,0,0,0,0,0,0,0,0.000398443007325221,0.000437129805695801,0,0,0,0,0,5.80399895528019e-05,0,0,0,0.000103252452245741,0.000347086641502885,0.000649651972157773,0,0.000434404865334492,0.000134517083669626,0,0,0,0,0,0,0,0,0.000486854917234664,0.000774675164618472,0.000402593550027546,0.000171115674195756,0,0.000213485144991994,0.000239643957548785,0.000292500292500292,0,0,0,0.00036653227150045,0.000575043128234618,0.000291363163371488,0,0,0,0,0,0,0
"Seq323",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000104202848211184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00331480442653883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00016679871564989,0,0,5.80399895528019e-05,0,0.00018843925189617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00029989004031855,0.000153344834195898,0,0,0,0,0,6.89536286847095e-05,0.000316295546558704,0
"Seq326",0.0014931957783283,0.00247455597685093,0,0,0,0,0.00253032670983106,0.00235629689340857,0,0,0,0,0.00406231677694949,0.00443271410685886,0,0,0.00160158633312996,0.00210448130725427,0,0,0,0,0,0,0,0,0,0,0.00123270784823997,0.00103513715567313,0,0,0,0,0,0.000468420641736279,0,0.000525658716078586,0,0,0.00165942315290399,0.000954805856142584,0,0,0,0,0.000440900907521035,0.000641094133988674,0.00204190772521756,0.00262227247576202,0,0,0.000815793767335618,0,0.000426843727768556,0,0.00121266017219774,0.00131758092142826,0.0023422986834666,0.0014760147601476,0.00285039997548043,0.00268834830502918,0,0,0,0,0.00269541778975741,0,0,0.00108352569840298,0,0,0,0.00194895591647332,0.00242966751918159,0.00207893756981507,0.00211864406779661,0.00068452126294173,0.00053732746750848,0.00131794400734854,0,0,0,0,0.00080042689434365,0.000265557227582544,0.000281700059861263,0.000529728355299402,0,0.00236016049091338,0.000320227717487991,0,0.00175500175500176,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seq334",0,0,0,0,0.000305487669406799,0,0,0,0,0,0.000527689015273665,0,0,0,0,0,0,0,0.000190429554666884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00445589361553993,0.00548141086749285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Seq350",0.00193436725828893,0.00207543404510078,0,0,0,0,0.00234427327528466,0.00195324610900974,0,0,0,0,0.000879470642432365,0.00121815044157953,0.00368183397012852,0.00204290091930541,0.00293624161073826,0.00272344639762317,0,0,0.00177025022726185,0.0018578727357176,0.00174691560213997,0.00188105918101577,0.00188386002919983,0,0.00368884585235394,0.00111738085926588,0.00264803908140437,0.00161021335326931,0.00303161541792984,0.00166094563171299,0.000495172072295123,0,0.00226517668378133,0.00132719181825279,0,0,0.00178940893586087,0.00185442744552619,0,0.00127307447485678,0.00233281493001555,0.00244698205546493,0.00137691876179305,0,0,0,0.00272254363362341,0.00315153848004427,0.0017691888949374,0.0016533240515141,0.00168597378582694,0.0019061356962547,0.00170737491107422,0.00175731858900176,0.00214236630421602,0.00325003293952304,0,0,0.00226806019554357,0.00212007955762464,0,0,0.00150118844084901,0.00135568710741561,0.00147022788532222,0.00121883978060884,0,0.00240260046167617,0,0.00120461194286698,0.00156188988676298,0.0034338747099768,0.00664961636828645,0.0035062678416284,0.00349744417541028,0,0.00060449340094704,0.00127800631015616,0,0,0,0,0,0.00132778613791272,0,0.000275458744755689,0.0019678302532512,0,0,0.00133515919205751,0.000175500175500175,0,0,0,0.0011995601612742,0.00149511213341001,0.00249739854318418,0.00160968879349992,0.00193610842207164,0.00268202256054272,0.00180052120350628,0.00196517841751422,0.00316295546558704,0.00252743598270702
"Seq355",0,0,0.00114013266998342,0.00147787948131198,0,0,0,0,0.000144728272668066,0.000199594158544293,0,0,0,0.000101512536798295,0.00125043417853421,0.00137673757605365,0,0.000247586036147561,0,0,0.00172240562652505,0.0020901068276823,0.00201987116497434,0.00192929146770848,0.00178966702773984,0.00207178743460921,0.001521648914096,0.000614559472596234,0.00168926631055107,0.00143769049399045,0.0021654395842356,0.00260214815635035,0.000141477734941464,0,0.00105708245243129,0.001678507299555,0.0017921146953405,0.00210263486431434,0.00111838058491305,0.00257559367434194,0.00106677202686685,0.00122760752932618,0.00192114170707163,0.00201516169273582,0,0,0.000624609618988132,0.000213698044662891,0,0.000192460365193543,0.0017691888949374,0.00104420466411417,0,0.00206068723919427,0.00147023950675836,0.00184304144700184,0.000444642063139173,0.000570951732618912,0.000484613520717228,0.000303885391795094,0.000643638704140742,0.000655694708543702,0,0,0.000542095825862141,0.0010393601156853,0,0.00116079979105604,0.00186339020555523,0,0.00113329265103304,0.00147995181552229,0.0014317323961994,0.000928074245939675,0.000639386189258312,0.000682636216954201,0.000907990314769976,0.000598956105074014,0.00036941263391208,0.000519190063500939,0,0,0,0,0.0016008537886873,0.00137204567584314,0,0,0,0,0,0,0,0,0,0,0.0010662756989104,0.00145677592486103,0.00224765868886576,0.00256783688486893,0.00222083024884688,0.00165654334621756,0.00326936744847193,0.00275814514738838,0.00322621457489879,0.00252743598270702
